"","ID","species_geno","Treatment","Date","WPType","WP","Date_group"
"3773","9018.7","9018","Control","12/18","PD",7.2,"Dec 11 to 18"
"3774","9031.8","9031","Control","12/18","PD",9.5,"Dec 11 to 18"
"3775","9035.4","9035","Drought","12/18","PD",8.9,"Dec 11 to 18"
"3776","9035.6","9035","Control","12/18","PD",3.7,"Dec 11 to 18"
"3777","b42-34.8","b42-34","Control","12/18","PD",7.4,"Dec 11 to 18"
"3778","NY1.7","NY1","Control","12/18","PD",6.2,"Dec 11 to 18"
"3780","T48.5","T48","Drought","12/18","PD",8.5,"Dec 11 to 18"
"3781","T48.9","T48","Control","12/18","PD",6.6,"Dec 11 to 18"
"3782","T52.9","T52","Control","12/18","PD",7.7,"Dec 11 to 18"
"3783","TX6704.10","TX6704","Control","12/18","PD",6.3,"Dec 11 to 18"
"3784","TXNM0821.6","TXNM0821","Control","12/18","PD",6.3,"Dec 11 to 18"
"3785","V60-96.10","V60-96","Control","12/18","PD",6.1,"Dec 11 to 18"
"3786","V60-96.5","V60-96","Drought","12/18","PD",12.1,"Dec 11 to 18"
"3787","9031.10","9031","Control","12/11","PD",8.7,"Dec 11 to 18"
"3788","b42-34.2","b42-34","Drought","12/11","PD",11.2,"Dec 11 to 18"
"3789","TX6704.1","TX6704","Drought","12/11","PD",7.5,"Dec 11 to 18"
"3790","9031.4","9031","Drought","12/15","PD",12.8,"Dec 11 to 18"
"3792","TX6704.3","TX6704","Drought","12/15","PD",9.1,"Dec 11 to 18"
"3793","TXNM0821.3","TXNM0821","Drought","12/15","PD",6.2,"Dec 11 to 18"
"3794","Vru42.5","Vru42","Drought","12/15","PD",8.3,"Dec 11 to 18"
"3795","9031.2","9031","Drought","12/16","PD",5,"Dec 11 to 18"
"3796","9035.1","9035","Drought","12/16","PD",7.6,"Dec 11 to 18"
"3797","b42-34.5","b42-34","Drought","12/16","PD",9.7,"Dec 11 to 18"
"3798","T52.4","T52","Drought","12/16","PD",9.2,"Dec 11 to 18"
"3799","TX6704.5","TX6704","Drought","12/16","PD",9.4,"Dec 11 to 18"
"3800","9031.6","9031","Control","12/17","PD",7.3,"Dec 11 to 18"
"3802","9035.9","9035","Control","12/17","PD",7,"Dec 11 to 18"
"3804","TX6704.7","TX6704","Control","12/17","PD",10.8,"Dec 11 to 18"
"3805","Vru42.3","Vru42","Drought","12/17","PD",6,"Dec 11 to 18"
"3806","V60-96.4","V60-96","Drought","12/18","PD",11.9,"Dec 11 to 18"
"3807","T52.2","T52","Drought","12/18","PD",11.7,"Dec 11 to 18"
"3808","9018.5","9018","Drought","11/11","PD",9.1,"Nov 9 to 13"
"3809","9018.6","9018","Control","11/11","PD",6.3,"Nov 9 to 13"
"3810","9031.10","9031","Control","11/11","PD",7.2,"Nov 9 to 13"
"3811","9031.11","9031","Control","11/11","PD",11.2,"Nov 9 to 13"
"3812","9031.5","9031","Drought","11/11","PD",8.9,"Nov 9 to 13"
"3813","b40-14.1","b40-14","Drought","11/11","PD",7.3,"Nov 9 to 13"
"3814","b40-14.10","b40-14","Control","11/11","PD",6.1,"Nov 9 to 13"
"3815","b42-34.2","b42-34","Drought","11/11","PD",10.4,"Nov 9 to 13"
"3816","b42-34.6","b42-34","Control","11/11","PD",9.2,"Nov 9 to 13"
"3817","NY1.1","NY1","Drought","11/11","PD",9.9,"Nov 9 to 13"
"3818","NY1.6","NY1","Control","11/11","PD",8.3,"Nov 9 to 13"
"3819","SC2.5","SC2","Drought","11/11","PD",6.2,"Nov 9 to 13"
"3820","SC2.7","SC2","Control","11/11","PD",7.5,"Nov 9 to 13"
"3821","T48.4","T48","Drought","11/11","PD",8.3,"Nov 9 to 13"
"3822","T48.7","T48","Control","11/11","PD",8.3,"Nov 9 to 13"
"3823","T52.3","T52","Drought","11/11","PD",7.7,"Nov 9 to 13"
"3824","TX6704.1","TX6704","Drought","11/11","PD",6.1,"Nov 9 to 13"
"3825","TX6704.6","TX6704","Control","11/11","PD",6.3,"Nov 9 to 13"
"3826","TXNM0821.10","TXNM0821","Control","11/11","PD",4.7,"Nov 9 to 13"
"3827","TXNM0821.4","TXNM0821","Drought","11/11","PD",6.3,"Nov 9 to 13"
"3828","V60-96.3","V60-96","Drought","11/11","PD",7.7,"Nov 9 to 13"
"3829","Vru42.1","Vru42","Drought","11/11","PD",9.8,"Nov 9 to 13"
"3830","Vru42.10","Vru42","Control","11/11","PD",9.7,"Nov 9 to 13"
"3831","9018.3","9018","Drought","11/11","PD",8.2,"Nov 9 to 13"
"3832","9018.8","9018","Control","11/11","PD",8.3,"Nov 9 to 13"
"3833","9031.4","9031","Drought","11/11","PD",12.4,"Nov 9 to 13"
"3834","9031.7","9031","Control","11/11","PD",9.6,"Nov 9 to 13"
"3835","9035.2","9035","Drought","11/11","PD",10,"Nov 9 to 13"
"3836","9035.7","9035","Control","11/11","PD",10.1,"Nov 9 to 13"
"3837","b40-14.2","b40-14","Drought","11/11","PD",11.7,"Nov 9 to 13"
"3838","b40-14.6","b40-14","Control","11/11","PD",10.4,"Nov 9 to 13"
"3839","b42-34.9","b42-34","Control","11/11","PD",12.3,"Nov 9 to 13"
"3840","NY1.5","NY1","Drought","11/11","PD",9.1,"Nov 9 to 13"
"3841","NY1.9","NY1","Control","11/11","PD",10.5,"Nov 9 to 13"
"3842","SC2.9","SC2","Drought","11/11","PD",8,"Nov 9 to 13"
"3843","T48.2","T48","Drought","11/11","PD",8.6,"Nov 9 to 13"
"3844","T48.6","T48","Control","11/11","PD",9.4,"Nov 9 to 13"
"3845","T52.6","T52","Control","11/11","PD",8.9,"Nov 9 to 13"
"3846","TX6704.3","TX6704","Drought","11/11","PD",10,"Nov 9 to 13"
"3847","TX6704.9","TX6704","Control","11/11","PD",8.3,"Nov 9 to 13"
"3848","TXNM0821.3","TXNM0821","Drought","11/11","PD",7.9,"Nov 9 to 13"
"3849","TXNM0821.7","TXNM0821","Control","11/11","PD",6.4,"Nov 9 to 13"
"3850","Vru42.5","Vru42","Drought","11/11","PD",9.2,"Nov 9 to 13"
"3851","Vru42.6","Vru42","Control","11/11","PD",11,"Nov 9 to 13"
"3852","9018.10","9018","Control","11/12","PD",8,"Nov 9 to 13"
"3853","9018.4","9018","Drought","11/12","PD",8.2,"Nov 9 to 13"
"3854","9031.2","9031","Drought","11/12","PD",12.8,"Nov 9 to 13"
"3855","9031.9","9031","Control","11/12","PD",13.9,"Nov 9 to 13"
"3856","9035.1","9035","Drought","11/12","PD",8.4,"Nov 9 to 13"
"3857","9035.8","9035","Control","11/12","PD",9.1,"Nov 9 to 13"
"3858","b40-14.9","b40-14","Control","11/12","PD",12.3,"Nov 9 to 13"
"3859","b42-34.10","b42-34","Control","11/12","PD",9.3,"Nov 9 to 13"
"3860","b42-34.5","b42-34","Drought","11/12","PD",12.6,"Nov 9 to 13"
"3861","NY1.2","NY1","Drought","11/12","PD",8.8,"Nov 9 to 13"
"3862","NY1.8","NY1","Control","11/12","PD",8.6,"Nov 9 to 13"
"3863","SC2.4","SC2","Drought","11/12","PD",8.3,"Nov 9 to 13"
"3864","SC2.8","SC2","Control","11/12","PD",7.4,"Nov 9 to 13"
"3865","T48.1","T48","Drought","11/12","PD",12.3,"Nov 9 to 13"
"3866","T48.8","T48","Control","11/12","PD",10.3,"Nov 9 to 13"
"3867","T52.10","T52","Control","11/12","PD",7.1,"Nov 9 to 13"
"3868","T52.4","T52","Drought","11/12","PD",8.4,"Nov 9 to 13"
"3869","TX6704.5","TX6704","Drought","11/12","PD",8.1,"Nov 9 to 13"
"3870","TX6704.8","TX6704","Control","11/12","PD",7.7,"Nov 9 to 13"
"3871","TXNM0821.2","TXNM0821","Drought","11/12","PD",6.7,"Nov 9 to 13"
"3872","TXNM0821.9","TXNM0821","Control","11/12","PD",5.3,"Nov 9 to 13"
"3873","V60-96.6","V60-96","Control","11/12","PD",9.1,"Nov 9 to 13"
"3874","Vru42.2","Vru42","Drought","11/12","PD",14.4,"Nov 9 to 13"
"3875","Vru42.8","Vru42","Control","11/12","PD",13.1,"Nov 9 to 13"
"3876","9018.1","9018","Drought","11/12","PD",8.9,"Nov 9 to 13"
"3877","9018.9","9018","Control","11/12","PD",9.2,"Nov 9 to 13"
"3878","9031.1","9031","Drought","11/12","PD",12.6,"Nov 9 to 13"
"3879","9031.6","9031","Control","11/12","PD",11.2,"Nov 9 to 13"
"3880","9035.3","9035","Drought","11/12","PD",9.5,"Nov 9 to 13"
"3881","9035.9","9035","Control","11/12","PD",9.5,"Nov 9 to 13"
"3882","b40-14.5","b40-14","Drought","11/12","PD",9.4,"Nov 9 to 13"
"3883","b40-14.7","b40-14","Control","11/12","PD",9.3,"Nov 9 to 13"
"3884","b42-34.4","b42-34","Drought","11/12","PD",12,"Nov 9 to 13"
"3885","b42-34.7","b42-34","Control","11/12","PD",11,"Nov 9 to 13"
"3886","NY1.10","NY1","Control","11/12","PD",9.3,"Nov 9 to 13"
"3887","NY1.4","NY1","Drought","11/12","PD",7.1,"Nov 9 to 13"
"3888","SC2.1","SC2","Control","11/12","PD",9.1,"Nov 9 to 13"
"3889","T48.10","T48","Control","11/12","PD",10.6,"Nov 9 to 13"
"3890","T48.3","T48","Drought","11/12","PD",9.9,"Nov 9 to 13"
"3891","T52.5","T52","Drought","11/12","PD",8.9,"Nov 9 to 13"
"3892","TX6704.2","TX6704","Drought","11/12","PD",8.8,"Nov 9 to 13"
"3893","TX6704.7","TX6704","Control","11/12","PD",9.9,"Nov 9 to 13"
"3894","TXNM0821.1","TXNM0821","Drought","11/12","PD",6.5,"Nov 9 to 13"
"3895","TXNM0821.5","TXNM0821","Control","11/12","PD",7.6,"Nov 9 to 13"
"3896","TXNM0821.8","TXNM0821","Drought","11/12","PD",5.7,"Nov 9 to 13"
"3897","V60-96.4","V60-96","Drought","11/12","PD",9.9,"Nov 9 to 13"
"3898","V60-96.9","V60-96","Control","11/12","PD",9.1,"Nov 9 to 13"
"3899","Vru42.9","Vru42","Control","11/12","PD",9.9,"Nov 9 to 13"
"3900","9018.2","9018","Drought","11/12","PD",11,"Nov 9 to 13"
"3901","9031.3","9031","Drought","11/12","PD",11.9,"Nov 9 to 13"
"3902","9031.8","9031","Control","11/12","PD",9.9,"Nov 9 to 13"
"3903","9035.4","9035","Drought","11/12","PD",8.8,"Nov 9 to 13"
"3904","9035.6","9035","Control","11/12","PD",8.7,"Nov 9 to 13"
"3905","b40-14.8","b40-14","Control","11/12","PD",10,"Nov 9 to 13"
"3906","b42-34.8","b42-34","Control","11/12","PD",9.9,"Nov 9 to 13"
"3907","NY1.3","NY1","Drought","11/12","PD",11.8,"Nov 9 to 13"
"3908","NY1.7","NY1","Control","11/12","PD",8,"Nov 9 to 13"
"3909","SC2.2","SC2","Drought","11/12","PD",7.9,"Nov 9 to 13"
"3910","SC2.6","SC2","Control","11/12","PD",9,"Nov 9 to 13"
"3911","T48.5","T48","Drought","11/12","PD",8.8,"Nov 9 to 13"
"3912","T52.2","T52","Drought","11/12","PD",10,"Nov 9 to 13"
"3913","T52.9","T52","Control","11/12","PD",9,"Nov 9 to 13"
"3914","TX6704.10","TX6704","Control","11/12","PD",8.5,"Nov 9 to 13"
"3915","TX6704.4","TX6704","Drought","11/12","PD",9.9,"Nov 9 to 13"
"3916","TXNM0821.6","TXNM0821","Control","11/12","PD",5.5,"Nov 9 to 13"
"3917","V60-96.5","V60-96","Drought","11/12","PD",10.8,"Nov 9 to 13"
"3918","Vru42.4","Vru42","Drought","11/12","PD",10.7,"Nov 9 to 13"
"3919","Vru42.7","Vru42","Control","11/12","PD",10,"Nov 9 to 13"
"3920","T52.7","T52","Control","11/13","PD",6.4,"Nov 9 to 13"
"3921","b42-34.1","b42-34","Drought","11/13","PD",8.7,"Nov 9 to 13"
"3922","T52.1","T52","Drought","11/13","PD",6.7,"Nov 9 to 13"
"3923","b42-34.10","b42-34","Control","11/13","PD",8.6,"Nov 9 to 13"
"3924","9018.9","9018","Control","11/13","PD",6.9,"Nov 9 to 13"
"3925","T52.8","T52","Control","11/13","PD",7.6,"Nov 9 to 13"
"3926","Vru42.3","Vru42","Drought","11/13","PD",8.2,"Nov 9 to 13"
"3927","9018.7","9018","Control","11/13","PD",7.3,"Nov 9 to 13"
"3928","b42-34.3","b42-34","Drought","11/13","PD",11.1,"Nov 9 to 13"
"3929","9018.5","9018","Drought","11/18","PD",9.9,"Nov 16 to 18"
"3930","9018.6","9018","Control","11/18","PD",12.5,"Nov 16 to 18"
"3931","b40-14.10","b40-14","Control","11/18","PD",10.9,"Nov 16 to 18"
"3932","b42-34.6","b42-34","Control","11/18","PD",11.5,"Nov 16 to 18"
"3933","NY1.1","NY1","Drought","11/18","PD",9.1,"Nov 16 to 18"
"3934","T48.4","T48","Drought","11/18","PD",14.1,"Nov 16 to 18"
"3935","T48.7","T48","Control","11/18","PD",10.92,"Nov 16 to 18"
"3936","T52.3","T52","Drought","11/18","PD",9.3,"Nov 16 to 18"
"3937","T52.7","T52","Control","11/18","PD",6,"Nov 16 to 18"
"3938","TX6704.1","TX6704","Drought","11/18","PD",12,"Nov 16 to 18"
"3939","TX6704.6","TX6704","Control","11/18","PD",8.8,"Nov 16 to 18"
"3940","TXNM0821.10","TXNM0821","Control","11/18","PD",11.03,"Nov 16 to 18"
"3941","TXNM0821.4","TXNM0821","Drought","11/18","PD",7,"Nov 16 to 18"
"3942","V60-96.3","V60-96","Drought","11/18","PD",10.8,"Nov 16 to 18"
"3943","V60-96.8","V60-96","Control","11/18","PD",5.34,"Nov 16 to 18"
"3944","Vru42.1","Vru42","Drought","11/18","PD",11.3,"Nov 16 to 18"
"3945","Vru42.10","Vru42","Control","11/18","PD",8.42,"Nov 16 to 18"
"3946","9018.3","9018","Drought","11/18","PD",9.5,"Nov 16 to 18"
"3947","9018.8","9018","Control","11/18","PD",7.8,"Nov 16 to 18"
"3948","b40-14.6","b40-14","Control","11/18","PD",10,"Nov 16 to 18"
"3949","b42-34.1","b42-34","Drought","11/18","PD",14.3,"Nov 16 to 18"
"3950","b42-34.9","b42-34","Control","11/18","PD",10.9,"Nov 16 to 18"
"3951","NY1.5","NY1","Drought","11/18","PD",8.5,"Nov 16 to 18"
"3952","NY1.9","NY1","Control","11/18","PD",9.1,"Nov 16 to 18"
"3953","T48.2","T48","Drought","11/18","PD",11.7,"Nov 16 to 18"
"3954","T48.6","T48","Control","11/18","PD",9.2,"Nov 16 to 18"
"3955","T52.1","T52","Drought","11/18","PD",6.1,"Nov 16 to 18"
"3956","T52.6","T52","Control","11/18","PD",6.5,"Nov 16 to 18"
"3957","TX6704.3","TX6704","Drought","11/18","PD",12,"Nov 16 to 18"
"3958","TX6704.9","TX6704","Control","11/18","PD",5.92,"Nov 16 to 18"
"3959","TXNM0821.3","TXNM0821","Drought","11/18","PD",6.8,"Nov 16 to 18"
"3960","TXNM0821.7","TXNM0821","Control","11/18","PD",8.6,"Nov 16 to 18"
"3961","V60-96.7","V60-96","Control","11/18","PD",8.4,"Nov 16 to 18"
"3962","Vru42.5","Vru42","Drought","11/18","PD",10.6,"Nov 16 to 18"
"3963","Vru42.6","Vru42","Control","11/18","PD",7.8,"Nov 16 to 18"
"3964","9018.10","9018","Control","11/18","PD",9,"Nov 16 to 18"
"3965","9018.4","9018","Drought","11/18","PD",9,"Nov 16 to 18"
"3966","b40-14.3","b40-14","Drought","11/18","PD",14.1,"Nov 16 to 18"
"3967","b40-14.9","b40-14","Control","11/18","PD",10,"Nov 16 to 18"
"3968","b42-34.10","b42-34","Control","11/18","PD",11.5,"Nov 16 to 18"
"3969","b42-34.5","b42-34","Drought","11/18","PD",12.4,"Nov 16 to 18"
"3970","NY1.2","NY1","Drought","11/18","PD",9.1,"Nov 16 to 18"
"3971","NY1.8","NY1","Control","11/18","PD",11.05,"Nov 16 to 18"
"3972","T52.10","T52","Control","11/18","PD",5.9,"Nov 16 to 18"
"3973","T52.4","T52","Drought","11/18","PD",8.4,"Nov 16 to 18"
"3974","TX6704.5","TX6704","Drought","11/18","PD",11.1,"Nov 16 to 18"
"3975","TX6704.8","TX6704","Control","11/18","PD",7.78,"Nov 16 to 18"
"3976","TXNM0821.2","TXNM0821","Drought","11/18","PD",7.6,"Nov 16 to 18"
"3977","TXNM0821.9","TXNM0821","Control","11/18","PD",9.43,"Nov 16 to 18"
"3978","V60-96.2","V60-96","Drought","11/18","PD",5.27,"Nov 16 to 18"
"3979","V60-96.6","V60-96","Control","11/18","PD",11.9,"Nov 16 to 18"
"3980","Vru42.2","Vru42","Drought","11/18","PD",10.6,"Nov 16 to 18"
"3981","9018.1","9018","Drought","11/18","PD",9.4,"Nov 16 to 18"
"3982","9018.9","9018","Control","11/18","PD",8.67,"Nov 16 to 18"
"3983","b40-14.5","b40-14","Drought","11/18","PD",14.8,"Nov 16 to 18"
"3984","b42-34.4","b42-34","Drought","11/18","PD",14.14,"Nov 16 to 18"
"3985","b42-34.7","b42-34","Control","11/18","PD",10.6,"Nov 16 to 18"
"3986","NY1.10","NY1","Control","11/18","PD",7.5,"Nov 16 to 18"
"3987","T48.10","T48","Control","11/18","PD",9.34,"Nov 16 to 18"
"3988","T48.3","T48","Drought","11/18","PD",11.1,"Nov 16 to 18"
"3989","T52.5","T52","Drought","11/18","PD",9.9,"Nov 16 to 18"
"3990","T52.8","T52","Control","11/18","PD",6.6,"Nov 16 to 18"
"3991","TX6704.2","TX6704","Drought","11/18","PD",11,"Nov 16 to 18"
"3992","TX6704.7","TX6704","Control","11/18","PD",7.7,"Nov 16 to 18"
"3993","TXNM0821.5","TXNM0821","Control","11/18","PD",8.6,"Nov 16 to 18"
"3994","TXNM0821.8","TXNM0821","Drought","11/18","PD",9.1,"Nov 16 to 18"
"3995","V60-96.4","V60-96","Drought","11/18","PD",14.5,"Nov 16 to 18"
"3996","Vru42.3","Vru42","Drought","11/18","PD",10.5,"Nov 16 to 18"
"3997","Vru42.9","Vru42","Control","11/18","PD",10.42,"Nov 16 to 18"
"3998","NY1.3","NY1","Drought","11/18","PD",11.1,"Nov 16 to 18"
"3999","NY1.7","NY1","Control","11/18","PD",8.4,"Nov 16 to 18"
"4000","T48.5","T48","Drought","11/18","PD",12.8,"Nov 16 to 18"
"4001","V60-96.10","V60-96","Control","11/18","PD",10.1,"Nov 16 to 18"
"4002","V60-96.5","V60-96","Drought","11/18","PD",10.5,"Nov 16 to 18"
"4003","Vru42.7","Vru42","Control","11/18","PD",9.48,"Nov 16 to 18"
"4004","9031.5","9031","Drought","12/1","PD",12.4,"Dec 01 to 03"
"4005","NY1.1","NY1","Drought","12/1","PD",9.9,"Dec 01 to 03"
"4006","NY1.6","NY1","Control","12/1","PD",9.5,"Dec 01 to 03"
"4007","Vru42.1","Vru42","Drought","12/1","PD",9.5,"Dec 01 to 03"
"4008","Vru42.10","Vru42","Control","12/1","PD",10.1,"Dec 01 to 03"
"4009","9018.8","9018","Control","12/1","PD",6.7,"Dec 01 to 03"
"4010","9031.7","9031","Control","12/1","PD",8.6,"Dec 01 to 03"
"4011","9035.2","9035","Drought","12/1","PD",7.3,"Dec 01 to 03"
"4012","b40-14.2","b40-14","Drought","12/1","PD",9.8,"Dec 01 to 03"
"4013","NY1.9","NY1","Control","12/1","PD",6,"Dec 01 to 03"
"4014","TX6704.3","TX6704","Drought","12/1","PD",9.1,"Dec 01 to 03"
"4015","TX6704.9","TX6704","Control","12/1","PD",8.3,"Dec 01 to 03"
"4016","9031.10","9031","Control","12/2","PD",8.4,"Dec 01 to 03"
"4017","b40-14.10","b40-14","Control","12/2","PD",7.6,"Dec 01 to 03"
"4018","Vru42.1","Vru42","Drought","12/2","PD",6.2,"Dec 01 to 03"
"4019","9035.1","9035","Drought","12/2","PD",6.9,"Dec 01 to 03"
"4020","b42-34.5","b42-34","Drought","12/2","PD",9.5,"Dec 01 to 03"
"4021","TX6704.8","TX6704","Control","12/2","PD",8.4,"Dec 01 to 03"
"4022","Vru42.2","Vru42","Drought","12/2","PD",11,"Dec 01 to 03"
"4023","9031.1","9031","Drought","12/2","PD",11.1,"Dec 01 to 03"
"4024","b40-14.5","b40-14","Drought","12/2","PD",10.5,"Dec 01 to 03"
"4025","b42-34.4","b42-34","Drought","12/2","PD",11.5,"Dec 01 to 03"
"4026","NY1.4","NY1","Drought","12/2","PD",8,"Dec 01 to 03"
"4027","T52.5","T52","Drought","12/2","PD",12.5,"Dec 01 to 03"
"4028","TX6704.2","TX6704","Drought","12/2","PD",7.5,"Dec 01 to 03"
"4029","TX6704.7","TX6704","Control","12/2","PD",5.2,"Dec 01 to 03"
"4030","Vru42.3","Vru42","Drought","12/2","PD",9,"Dec 01 to 03"
"4031","9035.4","9035","Drought","12/2","PD",8.9,"Dec 01 to 03"
"4032","TX6704.4","TX6704","Drought","12/2","PD",13.2,"Dec 01 to 03"
"4033","T52.10","T52","Control","12/3","PD",5,"Dec 01 to 03"
"4034","V60-96.2","V60-96","Drought","12/3","PD",8.6,"Dec 01 to 03"
"4035","9018.9","9018","Control","12/3","PD",6,"Dec 01 to 03"
"4036","TXNM0821.8","TXNM0821","Drought","12/3","PD",9.4,"Dec 01 to 03"
"4037","b40-14.8","b40-14","Control","12/3","PD",7.5,"Dec 01 to 03"
"4038","T48.9","T48","Control","12/3","PD",7.6,"Dec 01 to 03"
"4039","9031.9","9031","Control","12/16","PD",8.1,"Dec 11 to 18"
"4040","Vru42.2","Vru42","Drought","12/16","PD",9.3,"Dec 11 to 18"
"4041","9031.1","9031","Drought","12/17","PD",11,"Dec 11 to 18"
"4042","b40-14.5","b40-14","Drought","12/17","PD",11.5,"Dec 11 to 18"
"4043","b42-34.4","b42-34","Drought","12/17","PD",10.3,"Dec 11 to 18"
"4044","TX6704.2","TX6704","Drought","12/17","PD",10,"Dec 11 to 18"
"4045","b42-34.4","b42-34","Drought","12/18","PD",10.9,"Dec 11 to 18"
"4046","9031.3","9031","Drought","12/18","PD",14.2,"Dec 11 to 18"
"4047","b40-14.8","b40-14","Control","12/18","PD",3,"Dec 11 to 18"
"4048","TX6704.4","TX6704","Drought","12/18","PD",13.1,"Dec 11 to 18"
"4049","Vru42.4","Vru42","Drought","12/18","PD",12.8,"Dec 11 to 18"
"4050","Vru42.7","Vru42","Control","12/18","PD",6.8,"Dec 11 to 18"
