"","ID","Genotype","Treatment","Date","LWP","SWP","PD","LWP.area","SWP.area","PD.area","species_geno"
"550","Vru42.9","Vru42","Control",11.9,NA,NA,NA,NA,NA,NA,"Vru42"
"551","9018.2","9018","Drought",11.9,NA,NA,NA,NA,NA,NA,"9018"
"552","9018.7","9018","Control",11.9,NA,NA,NA,NA,NA,NA,"9018"
"553","b40-14.4","b40-14","Drought",11.9,NA,NA,NA,NA,NA,NA,"b40-14"
"554","b40-14.8","b40-14","Control",11.9,NA,NA,NA,NA,NA,NA,"b40-14"
"555","b42-34.3","b42-34","Drought",11.9,NA,NA,NA,NA,NA,NA,"b42-34"
"556","b42-34.8","b42-34","Control",11.9,NA,NA,NA,NA,NA,NA,"b42-34"
"557","NY1.3","NY1","Drought",11.9,NA,NA,NA,NA,NA,NA,"NY1"
"558","NY1.7","NY1","Control",11.9,NA,NA,NA,NA,NA,NA,"NY1"
"559","T48.5","T48","Drought",11.9,NA,NA,NA,NA,NA,NA,"T48"
"560","T48.9","T48","Control",11.9,NA,NA,NA,NA,NA,NA,"T48"
"561","T52.2","T52","Drought",11.9,NA,NA,NA,NA,NA,NA,"T52"
"562","T52.9","T52","Control",11.9,NA,NA,NA,NA,NA,NA,"T52"
"563","TXNM0821.6","TXNM0821","Control",11.9,NA,NA,NA,NA,NA,NA,"TXNM0821"
"564","V60-96.10","V60-96","Control",11.9,NA,NA,NA,NA,NA,NA,"V60-96"
"565","V60-96.5","V60-96","Drought",11.9,NA,NA,NA,NA,NA,NA,"V60-96"
"566","Vru42.4","Vru42","Drought",11.9,NA,NA,NA,NA,NA,NA,"Vru42"
"567","Vru42.7","Vru42","Control",11.9,NA,NA,NA,NA,NA,NA,"Vru42"
"568","9018.5","9018","Drought",11.1,NA,NA,NA,NA,NA,NA,"9018"
"569","9018.6","9018","Control",11.1,NA,NA,NA,NA,NA,NA,"9018"
"570","b40-14.1","b40-14","Drought",11.1,NA,NA,NA,NA,NA,NA,"b40-14"
"571","b40-14.10","b40-14","Control",11.1,NA,NA,NA,NA,NA,NA,"b40-14"
"572","b42-34.2","b42-34","Drought",11.1,NA,NA,NA,NA,NA,NA,"b42-34"
"573","b42-34.6","b42-34","Control",11.1,NA,NA,NA,NA,NA,NA,"b42-34"
"574","NY1.1","NY1","Drought",11.1,NA,NA,NA,NA,NA,NA,"NY1"
"575","NY1.6","NY1","Control",11.1,NA,NA,NA,NA,NA,NA,"NY1"
"576","T48.4","T48","Drought",11.1,NA,NA,NA,NA,NA,NA,"T48"
"577","T48.7","T48","Control",11.1,NA,NA,NA,NA,NA,NA,"T48"
"578","T52.3","T52","Drought",11.1,NA,NA,NA,NA,NA,NA,"T52"
"579","T52.7","T52","Control",11.1,NA,NA,NA,NA,NA,NA,"T52"
"580","TXNM0821.10","TXNM0821","Control",11.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"581","TXNM0821.4","TXNM0821","Drought",11.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"582","V60-96.3","V60-96","Drought",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"583","V60-96.8","V60-96","Control",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"584","Vru42.1","Vru42","Drought",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"585","Vru42.10","Vru42","Control",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"586","V60-96.1","V60-96","Drought",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"587","V60-96.7","V60-96","Control",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"588","Vru42.5","Vru42","Drought",11.1,NA,NA,NA,34.10833333,NA,NA,"Vru42"
"589","T48.8","T48","Control",11.1,NA,NA,NA,NA,NA,NA,"T48"
"590","V60-96.2","V60-96","Drought",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"591","V60-96.6","V60-96","Control",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"592","Vru42.8","Vru42","Control",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"593","9018.1","9018","Drought",11.1,NA,NA,NA,NA,NA,NA,"9018"
"594","9018.9","9018","Control",11.1,NA,NA,NA,NA,NA,NA,"9018"
"595","b40-14.5","b40-14","Drought",11.1,NA,NA,NA,NA,NA,NA,"b40-14"
"596","b40-14.7","b40-14","Control",11.1,NA,NA,NA,NA,NA,NA,"b40-14"
"597","b42-34.4","b42-34","Drought",11.1,NA,NA,NA,NA,NA,NA,"b42-34"
"598","b42-34.7","b42-34","Control",11.1,NA,NA,NA,NA,NA,NA,"b42-34"
"599","NY1.10","NY1","Control",11.1,NA,NA,NA,NA,NA,NA,"NY1"
"600","NY1.4","NY1","Drought",11.1,NA,NA,NA,NA,NA,NA,"NY1"
"601","T48.10","T48","Control",11.1,NA,NA,NA,NA,NA,NA,"T48"
"602","T48.3","T48","Drought",11.1,NA,NA,NA,NA,NA,NA,"T48"
"603","T52.5","T52","Drought",11.1,NA,NA,NA,NA,NA,NA,"T52"
"604","T52.8","T52","Control",11.1,NA,NA,NA,NA,NA,NA,"T52"
"605","TXNM0821.1","TXNM0821","Drought",11.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"606","TXNM0821.5","TXNM0821","Control",11.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"607","TXNM0821.8","TXNM0821","Drought",11.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"608","V60-96.4","V60-96","Drought",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"609","V60-96.9","V60-96","Control",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"610","Vru42.3","Vru42","Drought",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"611","Vru42.9","Vru42","Control",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"612","9018.2","9018","Drought",11.1,NA,NA,NA,NA,NA,NA,"9018"
"613","9018.7","9018","Control",11.1,NA,NA,NA,NA,NA,NA,"9018"
"614","b40-14.4","b40-14","Drought",11.1,NA,NA,NA,NA,NA,NA,"b40-14"
"615","b40-14.8","b40-14","Control",11.1,NA,NA,NA,NA,NA,NA,"b40-14"
"616","b42-34.3","b42-34","Drought",11.1,NA,NA,NA,NA,NA,NA,"b42-34"
"617","b42-34.8","b42-34","Control",11.1,NA,NA,NA,NA,NA,NA,"b42-34"
"618","NY1.3","NY1","Drought",11.1,NA,NA,NA,NA,NA,NA,"NY1"
"619","NY1.7","NY1","Control",11.1,NA,NA,NA,NA,NA,NA,"NY1"
"620","T48.5","T48","Drought",11.1,NA,NA,NA,NA,NA,NA,"T48"
"621","T48.9","T48","Control",11.1,NA,NA,NA,NA,NA,NA,"T48"
"622","T52.2","T52","Drought",11.1,NA,NA,NA,NA,NA,NA,"T52"
"623","T52.9","T52","Control",11.1,NA,NA,NA,NA,NA,NA,"T52"
"624","TXNM0821.6","TXNM0821","Control",11.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"625","V60-96.10","V60-96","Control",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"626","V60-96.5","V60-96","Drought",11.1,NA,NA,NA,NA,NA,NA,"V60-96"
"627","Vru42.4","Vru42","Drought",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"628","Vru42.7","Vru42","Control",11.1,NA,NA,NA,NA,NA,NA,"Vru42"
"629","T52.7","T52","Control",11.11,NA,NA,NA,NA,NA,NA,"T52"
"630","V60-96.8","V60-96","Control",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"631","b42-34.1","b42-34","Drought",11.11,NA,NA,NA,NA,NA,NA,"b42-34"
"632","T52.1","T52","Drought",11.11,NA,NA,NA,NA,NA,NA,"T52"
"633","V60-96.1","V60-96","Drought",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"634","V60-96.7","V60-96","Control",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"635","9018.10","9018","Control",11.11,NA,NA,NA,NA,NA,NA,"9018"
"636","9018.4","9018","Drought",11.11,NA,NA,NA,NA,NA,NA,"9018"
"637","b40-14.3","b40-14","Drought",11.11,NA,NA,NA,NA,NA,NA,"b40-14"
"638","b40-14.9","b40-14","Control",11.11,NA,NA,NA,NA,NA,NA,"b40-14"
"639","b42-34.10","b42-34","Control",11.11,NA,NA,NA,NA,NA,NA,"b42-34"
"640","b42-34.5","b42-34","Drought",11.11,NA,NA,NA,NA,NA,NA,"b42-34"
"641","NY1.2","NY1","Drought",11.11,NA,NA,NA,NA,NA,NA,"NY1"
"642","NY1.8","NY1","Control",11.11,NA,NA,NA,NA,NA,NA,"NY1"
"643","T48.1","T48","Drought",11.11,NA,NA,NA,NA,NA,NA,"T48"
"644","T48.8","T48","Control",11.11,NA,NA,NA,NA,NA,NA,"T48"
"645","T52.10","T52","Control",11.11,NA,NA,NA,NA,NA,NA,"T52"
"646","T52.4","T52","Drought",11.11,NA,NA,NA,NA,NA,NA,"T52"
"647","TXNM0821.2","TXNM0821","Drought",11.11,NA,NA,NA,NA,NA,NA,"TXNM0821"
"648","TXNM0821.9","TXNM0821","Control",11.11,NA,NA,NA,NA,NA,NA,"TXNM0821"
"649","V60-96.2","V60-96","Drought",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"650","V60-96.6","V60-96","Control",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"651","Vru42.2","Vru42","Drought",11.11,NA,NA,NA,NA,NA,NA,"Vru42"
"652","Vru42.8","Vru42","Control",11.11,NA,NA,NA,NA,NA,NA,"Vru42"
"653","V60-96.9","V60-96","Control",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"654","9018.2","9018","Drought",11.11,NA,NA,NA,NA,NA,NA,"9018"
"655","V60-96.10","V60-96","Control",11.11,NA,NA,NA,NA,NA,NA,"V60-96"
"656","b40-14.10","b40-14","Control",11.16,NA,NA,NA,35.10222222,NA,NA,"b40-14"
"657","TXNM0821.10","TXNM0821","Control",11.16,NA,NA,NA,75.0225,NA,NA,"TXNM0821"
"658","V60-96.8","V60-96","Control",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"659","V60-96.1","V60-96","Drought",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"660","Vru42.6","Vru42","Control",11.16,NA,NA,NA,33.92819444,NA,NA,"Vru42"
"661","b42-34.5","b42-34","Drought",11.16,NA,NA,NA,NA,NA,NA,"b42-34"
"662","NY1.2","NY1","Drought",11.16,NA,NA,NA,NA,NA,NA,"NY1"
"663","NY1.8","NY1","Control",11.16,NA,NA,NA,NA,NA,NA,"NY1"
"664","T48.1","T48","Drought",11.16,NA,NA,NA,NA,NA,NA,"T48"
"665","T48.8","T48","Control",11.16,NA,NA,NA,NA,NA,NA,"T48"
"666","T52.10","T52","Control",11.16,NA,NA,NA,NA,NA,NA,"T52"
"667","T52.4","T52","Drought",11.16,NA,NA,NA,NA,NA,NA,"T52"
"668","TXNM0821.9","TXNM0821","Control",11.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"669","V60-96.2","V60-96","Drought",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"670","V60-96.6","V60-96","Control",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"671","Vru42.2","Vru42","Drought",11.16,NA,NA,NA,NA,NA,NA,"Vru42"
"672","9018.1","9018","Drought",11.16,NA,NA,NA,NA,NA,NA,"9018"
"673","9018.9","9018","Control",11.16,NA,NA,NA,NA,NA,NA,"9018"
"674","b40-14.5","b40-14","Drought",11.16,NA,NA,NA,NA,NA,NA,"b40-14"
"675","b40-14.7","b40-14","Control",11.16,NA,NA,NA,NA,NA,NA,"b40-14"
"676","b42-34.4","b42-34","Drought",11.16,NA,NA,NA,NA,NA,NA,"b42-34"
"677","b42-34.7","b42-34","Control",11.16,NA,NA,NA,NA,NA,NA,"b42-34"
"678","NY1.10","NY1","Control",11.16,NA,NA,NA,NA,NA,NA,"NY1"
"679","NY1.4","NY1","Drought",11.16,NA,NA,NA,NA,NA,NA,"NY1"
"680","T48.10","T48","Control",11.16,NA,NA,NA,NA,NA,NA,"T48"
"681","T48.3","T48","Drought",11.16,NA,NA,NA,NA,NA,NA,"T48"
"682","T52.5","T52","Drought",11.16,NA,NA,NA,NA,NA,NA,"T52"
"683","T52.8","T52","Control",11.16,NA,NA,NA,NA,NA,NA,"T52"
"684","TXNM0821.1","TXNM0821","Drought",11.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"685","TXNM0821.5","TXNM0821","Control",11.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"686","TXNM0821.8","TXNM0821","Drought",11.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"687","V60-96.4","V60-96","Drought",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"688","V60-96.9","V60-96","Control",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"689","Vru42.3","Vru42","Drought",11.16,NA,NA,NA,NA,NA,NA,"Vru42"
"690","Vru42.9","Vru42","Control",11.16,NA,NA,NA,NA,NA,NA,"Vru42"
"691","9018.2","9018","Drought",11.16,NA,NA,NA,NA,NA,NA,"9018"
"692","9018.7","9018","Control",11.16,NA,NA,NA,NA,NA,NA,"9018"
"693","b40-14.4","b40-14","Drought",11.16,NA,NA,NA,NA,NA,NA,"b40-14"
"694","b40-14.8","b40-14","Control",11.16,NA,NA,NA,NA,NA,NA,"b40-14"
"695","b42-34.3","b42-34","Drought",11.16,NA,NA,NA,NA,NA,NA,"b42-34"
"696","b42-34.8","b42-34","Control",11.16,NA,NA,NA,NA,NA,NA,"b42-34"
"697","NY1.3","NY1","Drought",11.16,NA,NA,NA,NA,NA,NA,"NY1"
"698","NY1.7","NY1","Control",11.16,NA,NA,NA,NA,NA,NA,"NY1"
"699","T48.5","T48","Drought",11.16,NA,NA,NA,NA,NA,NA,"T48"
"700","T48.9","T48","Control",11.16,NA,NA,NA,NA,NA,NA,"T48"
"701","T52.2","T52","Drought",11.16,NA,NA,NA,NA,NA,NA,"T52"
"702","T52.9","T52","Control",11.16,NA,NA,NA,NA,NA,NA,"T52"
"703","TXNM0821.6","TXNM0821","Control",11.16,NA,NA,NA,NA,NA,NA,"TXNM0821"
"704","V60-96.10","V60-96","Control",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"705","V60-96.5","V60-96","Drought",11.16,NA,NA,NA,NA,NA,NA,"V60-96"
"706","Vru42.4","Vru42","Drought",11.16,NA,NA,NA,NA,NA,NA,"Vru42"
"707","Vru42.7","Vru42","Control",11.16,NA,NA,NA,NA,NA,NA,"Vru42"
"708","9018.5","9018","Drought",11.17,NA,NA,NA,NA,NA,NA,"9018"
"709","9018.6","9018","Control",11.17,NA,NA,NA,NA,NA,NA,"9018"
"710","b40-14.1","b40-14","Drought",11.17,NA,NA,NA,NA,NA,NA,"b40-14"
"711","b40-14.10","b40-14","Control",11.17,NA,NA,NA,NA,NA,NA,"b40-14"
"712","b42-34.2","b42-34","Drought",11.17,NA,NA,NA,NA,NA,NA,"b42-34"
"713","b42-34.6","b42-34","Control",11.17,NA,NA,NA,NA,NA,NA,"b42-34"
"714","NY1.1","NY1","Drought",11.17,NA,NA,NA,NA,NA,NA,"NY1"
"715","NY1.6","NY1","Control",11.17,NA,NA,NA,NA,NA,NA,"NY1"
"716","T48.4","T48","Drought",11.17,NA,NA,NA,NA,NA,NA,"T48"
"717","T48.7","T48","Control",11.17,NA,NA,NA,NA,NA,NA,"T48"
"718","T52.3","T52","Drought",11.17,NA,NA,NA,NA,NA,NA,"T52"
"719","T52.7","T52","Control",11.17,NA,NA,NA,NA,NA,NA,"T52"
"720","TXNM0821.10","TXNM0821","Control",11.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"721","TXNM0821.4","TXNM0821","Drought",11.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"722","V60-96.3","V60-96","Drought",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"723","V60-96.8","V60-96","Control",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"724","Vru42.1","Vru42","Drought",11.17,NA,NA,NA,NA,NA,NA,"Vru42"
"725","Vru42.10","Vru42","Control",11.17,NA,NA,NA,NA,NA,NA,"Vru42"
"726","9018.3","9018","Drought",11.17,NA,NA,NA,NA,NA,NA,"9018"
"727","9018.8","9018","Control",11.17,NA,NA,NA,NA,NA,NA,"9018"
"728","b40-14.2","b40-14","Drought",11.17,NA,NA,NA,NA,NA,NA,"b40-14"
"729","b40-14.6","b40-14","Control",11.17,NA,NA,NA,NA,NA,NA,"b40-14"
"730","b42-34.1","b42-34","Drought",11.17,NA,NA,NA,NA,NA,NA,"b42-34"
"731","b42-34.9","b42-34","Control",11.17,NA,NA,NA,NA,NA,NA,"b42-34"
"732","NY1.5","NY1","Drought",11.17,NA,NA,NA,NA,NA,NA,"NY1"
"733","NY1.9","NY1","Control",11.17,NA,NA,NA,NA,NA,NA,"NY1"
"734","T48.2","T48","Drought",11.17,NA,NA,NA,NA,NA,NA,"T48"
"735","T48.6","T48","Control",11.17,NA,NA,NA,NA,NA,NA,"T48"
"736","T52.1","T52","Drought",11.17,NA,NA,NA,NA,NA,NA,"T52"
"737","T52.6","T52","Control",11.17,NA,NA,NA,NA,NA,NA,"T52"
"738","TXNM0821.3","TXNM0821","Drought",11.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"739","TXNM0821.7","TXNM0821","Control",11.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"740","V60-96.1","V60-96","Drought",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"741","V60-96.7","V60-96","Control",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"742","Vru42.5","Vru42","Drought",11.17,NA,NA,NA,NA,NA,NA,"Vru42"
"743","Vru42.6","Vru42","Control",11.17,NA,NA,NA,NA,NA,NA,"Vru42"
"744","9018.10","9018","Control",11.17,NA,NA,NA,NA,NA,NA,"9018"
"745","9018.4","9018","Drought",11.17,NA,NA,NA,NA,NA,NA,"9018"
"746","b40-14.3","b40-14","Drought",11.17,NA,NA,NA,NA,NA,NA,"b40-14"
"747","b40-14.9","b40-14","Control",11.17,NA,NA,NA,NA,NA,NA,"b40-14"
"748","b42-34.10","b42-34","Control",11.17,NA,NA,NA,NA,NA,NA,"b42-34"
"749","b42-34.5","b42-34","Drought",11.17,NA,NA,NA,44.78027778,NA,NA,"b42-34"
"750","T48.8","T48","Control",11.17,NA,NA,NA,NA,NA,NA,"T48"
"751","TXNM0821.2","TXNM0821","Drought",11.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"752","V60-96.2","V60-96","Drought",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"753","Vru42.8","Vru42","Control",11.17,NA,NA,NA,NA,NA,NA,"Vru42"
"754","b40-14.4","b40-14","Drought",11.17,NA,NA,NA,28.88236111,NA,NA,"b40-14"
"755","b42-34.3","b42-34","Drought",11.17,NA,NA,NA,38.39111111,NA,NA,"b42-34"
"756","V60-96.10","V60-96","Control",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"757","V60-96.5","V60-96","Drought",11.17,NA,NA,NA,NA,NA,NA,"V60-96"
"758","Vru42.4","Vru42","Drought",11.17,NA,NA,NA,30.29263889,NA,NA,"Vru42"
"759","b42-34.5","b42-34","Drought",12.1,NA,NA,NA,NA,NA,NA,"b42-34"
"760","NY1.2","NY1","Drought",12.1,NA,NA,NA,NA,NA,NA,"NY1"
"761","NY1.8","NY1","Control",12.1,NA,NA,NA,NA,NA,NA,"NY1"
"762","T48.1","T48","Drought",12.1,NA,NA,NA,NA,NA,NA,"T48"
"763","T48.8","T48","Control",12.1,NA,NA,NA,NA,NA,NA,"T48"
"764","T52.10","T52","Control",12.1,NA,NA,NA,NA,NA,NA,"T52"
"765","T52.4","T52","Drought",12.1,NA,NA,NA,NA,NA,NA,"T52"
"766","TXNM0821.9","TXNM0821","Control",12.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"767","V60-96.2","V60-96","Drought",12.1,NA,NA,NA,34.77736111,NA,NA,"V60-96"
"768","V60-96.6","V60-96","Control",12.1,NA,NA,NA,NA,NA,NA,"V60-96"
"769","Vru42.2","Vru42","Drought",12.1,NA,NA,NA,NA,NA,NA,"Vru42"
"770","9018.1","9018","Drought",12.1,NA,NA,NA,NA,NA,NA,"9018"
"771","9018.9","9018","Control",12.1,NA,NA,NA,NA,NA,NA,"9018"
"772","b40-14.5","b40-14","Drought",12.1,NA,NA,NA,NA,NA,NA,"b40-14"
"773","b40-14.7","b40-14","Control",12.1,NA,NA,NA,NA,NA,NA,"b40-14"
"774","b42-34.4","b42-34","Drought",12.1,NA,NA,NA,NA,NA,NA,"b42-34"
"775","b42-34.7","b42-34","Control",12.1,NA,NA,NA,NA,NA,NA,"b42-34"
"776","NY1.10","NY1","Control",12.1,NA,NA,NA,NA,NA,NA,"NY1"
"777","NY1.4","NY1","Drought",12.1,NA,NA,NA,NA,NA,NA,"NY1"
"778","T48.10","T48","Control",12.1,NA,NA,NA,NA,NA,NA,"T48"
"779","T48.3","T48","Drought",12.1,NA,NA,NA,NA,NA,NA,"T48"
"780","T52.5","T52","Drought",12.1,NA,NA,NA,NA,NA,NA,"T52"
"781","T52.8","T52","Control",12.1,NA,NA,NA,NA,NA,NA,"T52"
"782","TXNM0821.1","TXNM0821","Drought",12.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"783","TXNM0821.5","TXNM0821","Control",12.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"784","TXNM0821.8","TXNM0821","Drought",12.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"785","V60-96.4","V60-96","Drought",12.1,NA,NA,NA,NA,NA,NA,"V60-96"
"786","V60-96.9","V60-96","Control",12.1,NA,NA,NA,NA,NA,NA,"V60-96"
"787","Vru42.3","Vru42","Drought",12.1,NA,NA,NA,NA,NA,NA,"Vru42"
"788","Vru42.9","Vru42","Control",12.1,NA,NA,NA,NA,NA,NA,"Vru42"
"789","9018.2","9018","Drought",12.1,NA,NA,NA,NA,NA,NA,"9018"
"790","9018.7","9018","Control",12.1,NA,NA,NA,NA,NA,NA,"9018"
"791","b40-14.4","b40-14","Drought",12.1,NA,NA,NA,NA,NA,NA,"b40-14"
"792","b40-14.8","b40-14","Control",12.1,NA,NA,NA,NA,NA,NA,"b40-14"
"793","b42-34.3","b42-34","Drought",12.1,NA,NA,NA,NA,NA,NA,"b42-34"
"794","b42-34.8","b42-34","Control",12.1,NA,NA,NA,NA,NA,NA,"b42-34"
"795","NY1.3","NY1","Drought",12.1,NA,NA,NA,NA,NA,NA,"NY1"
"796","NY1.7","NY1","Control",12.1,NA,NA,NA,NA,NA,NA,"NY1"
"797","T48.5","T48","Drought",12.1,NA,NA,NA,NA,NA,NA,"T48"
"798","T48.9","T48","Control",12.1,NA,NA,NA,NA,NA,NA,"T48"
"799","T52.2","T52","Drought",12.1,NA,NA,NA,NA,NA,NA,"T52"
"800","T52.9","T52","Control",12.1,NA,NA,NA,NA,NA,NA,"T52"
"801","TXNM0821.6","TXNM0821","Control",12.1,NA,NA,NA,NA,NA,NA,"TXNM0821"
"802","V60-96.10","V60-96","Control",12.1,NA,NA,NA,NA,NA,NA,"V60-96"
"803","V60-96.5","V60-96","Drought",12.1,NA,NA,NA,NA,NA,NA,"V60-96"
"804","Vru42.4","Vru42","Drought",12.1,NA,NA,NA,NA,NA,NA,"Vru42"
"805","Vru42.7","Vru42","Control",12.1,NA,NA,NA,NA,NA,NA,"Vru42"
"806","9018.5","9018","Drought",12.2,NA,NA,NA,NA,NA,NA,"9018"
"807","9018.6","9018","Control",12.2,NA,NA,NA,NA,NA,NA,"9018"
"808","b40-14.1","b40-14","Drought",12.2,NA,NA,NA,NA,NA,NA,"b40-14"
"809","b42-34.2","b42-34","Drought",12.2,NA,NA,NA,NA,NA,NA,"b42-34"
"810","b42-34.6","b42-34","Control",12.2,NA,NA,NA,NA,NA,NA,"b42-34"
"811","NY1.1","NY1","Drought",12.2,NA,NA,NA,NA,NA,NA,"NY1"
"812","NY1.6","NY1","Control",12.2,NA,NA,NA,NA,NA,NA,"NY1"
"813","T48.4","T48","Drought",12.2,NA,NA,NA,NA,NA,NA,"T48"
"814","T48.7","T48","Control",12.2,NA,NA,NA,NA,NA,NA,"T48"
"815","T52.3","T52","Drought",12.2,NA,NA,NA,NA,NA,NA,"T52"
"816","T52.7","T52","Control",12.2,NA,NA,NA,NA,NA,NA,"T52"
"817","TXNM0821.10","TXNM0821","Control",12.2,NA,NA,NA,NA,NA,NA,"TXNM0821"
"818","TXNM0821.4","TXNM0821","Drought",12.2,NA,NA,NA,NA,NA,NA,"TXNM0821"
"819","V60-96.3","V60-96","Drought",12.2,NA,NA,NA,NA,NA,NA,"V60-96"
"820","V60-96.8","V60-96","Control",12.2,NA,NA,NA,NA,NA,NA,"V60-96"
"821","Vru42.10","Vru42","Control",12.2,NA,NA,NA,NA,NA,NA,"Vru42"
"822","9018.3","9018","Drought",12.2,NA,NA,NA,NA,NA,NA,"9018"
"823","9018.8","9018","Control",12.2,NA,NA,NA,NA,NA,NA,"9018"
"824","b40-14.2","b40-14","Drought",12.2,NA,NA,NA,NA,NA,NA,"b40-14"
"825","b40-14.6","b40-14","Control",12.2,NA,NA,NA,NA,NA,NA,"b40-14"
"826","b42-34.1","b42-34","Drought",12.2,NA,NA,NA,NA,NA,NA,"b42-34"
"827","b42-34.9","b42-34","Control",12.2,NA,NA,NA,NA,NA,NA,"b42-34"
"828","NY1.5","NY1","Drought",12.2,NA,NA,NA,NA,NA,NA,"NY1"
"829","NY1.9","NY1","Control",12.2,NA,NA,NA,NA,NA,NA,"NY1"
"830","T48.2","T48","Drought",12.2,NA,NA,NA,NA,NA,NA,"T48"
"831","T48.6","T48","Control",12.2,NA,NA,NA,NA,NA,NA,"T48"
"832","T52.1","T52","Drought",12.2,NA,NA,NA,NA,NA,NA,"T52"
"833","T52.6","T52","Control",12.2,NA,NA,NA,NA,NA,NA,"T52"
"834","TXNM0821.3","TXNM0821","Drought",12.2,NA,NA,NA,NA,NA,NA,"TXNM0821"
"835","TXNM0821.7","TXNM0821","Control",12.2,NA,NA,NA,NA,NA,NA,"TXNM0821"
"836","V60-96.1","V60-96","Drought",12.2,NA,NA,NA,NA,NA,NA,"V60-96"
"837","V60-96.7","V60-96","Control",12.2,NA,NA,NA,NA,NA,NA,"V60-96"
"838","Vru42.5","Vru42","Drought",12.2,NA,NA,NA,NA,NA,NA,"Vru42"
"839","Vru42.6","Vru42","Control",12.2,NA,NA,NA,NA,NA,NA,"Vru42"
"840","9018.10","9018","Control",12.2,NA,NA,NA,NA,NA,NA,"9018"
"841","9018.4","9018","Drought",12.2,NA,NA,NA,NA,NA,NA,"9018"
"842","b40-14.3","b40-14","Drought",12.2,NA,NA,NA,NA,NA,NA,"b40-14"
"843","b40-14.9","b40-14","Control",12.2,NA,NA,NA,NA,NA,NA,"b40-14"
"844","b42-34.10","b42-34","Control",12.2,NA,NA,NA,NA,NA,NA,"b42-34"
"845","TXNM0821.2","TXNM0821","Drought",12.2,NA,NA,NA,NA,NA,NA,"TXNM0821"
"846","V60-96.2","V60-96","Drought",12.2,NA,NA,NA,NA,NA,NA,"V60-96"
"847","Vru42.8","Vru42","Control",12.2,NA,NA,NA,NA,NA,NA,"Vru42"
"848","b40-14.4","b40-14","Drought",12.2,NA,NA,NA,NA,NA,NA,"b40-14"
"849","b40-14.1","b40-14","Drought",12.11,NA,NA,NA,15.90208333,NA,21.65909722,"b40-14"
"850","9018.8","9018","Control",12.11,NA,NA,NA,NA,NA,NA,"9018"
"851","b40-14.2","b40-14","Drought",12.11,NA,NA,NA,NA,NA,NA,"b40-14"
"852","b40-14.6","b40-14","Control",12.11,NA,NA,NA,NA,NA,NA,"b40-14"
