"","X","ID","Genotype","Species","Treatment","Order.within.block","mPot..kg.","Dry.weight.of.soil..kg.","mH2O..kg.","Date","PWW","WA","BB","TW","POWW","PD.WT","midday.WT","POWW.NOTES","WU","tgt_swc","SWC","species_geno","PSWC","POSWC"
"742",742,"T48.5","T48","mustangensis","Drought",17,6.3945,3.775612813,2.366887187,"12/16",4.62,-0.119009749,1,4.500990251,4.62,NA,NA,NA,0.0776789690000004,0.3,0.325140562180921,"mustangensis_T48",0.722495894909688,0.722495894909688
"743",743,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"10/28",6.302,0.626505107,1,6.928505107,NA,NA,NA,NA,0.4991679668,0.8,0.585197993989445,"mustangensis_T48",0.841838097782527,0.841838097782527
"744",744,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"10/30",6.3,0.628505107,1,6.928505107,NA,NA,NA,NA,0.4715679668,0.8,0.574883998166102,"mustangensis_T48",0.84157093240716,0.84157093240716
"745",745,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/02",6.0255,0.903005107,1,6.928505107,6.959,NA,NA,NA,0.5244679668,0.8,0.525287131293851,"mustangensis_T48",0.804902484637991,0.929601923590703
"746",746,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/04",6.3905,0.538005107,1,6.928505107,6.924,NA,NA,NA,0.325999999999999,0.8,0.708965943869564,"mustangensis_T48",0.853660165642533,0.924926529521774
"747",747,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/06",6.26,0.668505107,1,6.928505107,6.92,NA,NA,NA,0.528000000000001,0.8,0.679279573282376,"mustangensis_T48",0.836227624899813,0.924392198771039
"748",748,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/09",5.81,1.118505107,1,6.928505107,6.92,NA,NA,NA,0.858,0.8,0.597843849738066,"mustangensis_T48",0.776115415442159,0.924392198771039
"749",749,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/11",6.27,0.658505107,2,6.928505107,6.92,NA,NA,NA,0.48,0.8,0.680355816324812,"mustangensis_T48",0.83756345177665,0.924392198771039
"750",750,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/13",6.14,0.788505107,2,6.928505107,6.93,NA,NA,NA,0.632,0.8,0.657037217072036,"mustangensis_T48",0.820197702377772,0.925728025647876
"751",751,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/23",5.8355,1.371752553,2,7.207252553,7.248,NA,NA,NA,1.123752553,0.9,0.653943476481696,"mustangensis_T48",0.779521773978092,0.968207320331285
"752",752,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/25",6.21,0.997252553,2,7.207252553,7.2,NA,NA,NA,0.836258078,0.9,0.728428005768861,"mustangensis_T48",0.829548490515629,0.961795351322469
"753",753,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/27",6.022,1.185252553,2,7.207252553,7.228,NA,NA,NA,1.0094,0.9,0.686095779433052,"mustangensis_T48",0.804434945231098,0.965535666577612
"754",754,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"11/30",6.74,0.467252553,2,7.207252553,7.21,NA,NA,NA,0.7817,0.9,0.819908664375905,"mustangensis_T48",0.900347314987978,0.963131178199305
"755",755,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"12/02",6.95,0.257252553,2,7.207252553,7.2,NA,NA,NA,0.674829039,0.9,0.854348441733852,"mustangensis_T48",0.92839967940155,0.961795351322469
"756",756,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"12/04",6.45,0.757252553,2,7.207252553,7.2,NA,NA,NA,1.164829039,0.9,0.762867783126807,"mustangensis_T48",0.861608335559712,0.961795351322469
"757",757,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"12/07",6.49,7.201293872,3,6.928505107,7.2,NA,NA,NA,1.78,0.9,0.820042736635421,"mustangensis_T48",0.866951643067059,0.961795351322469
"758",758,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"12/09",6.45,0.758546425,3,6.928505107,7.2,NA,NA,NA,1.092,0.9,0.862867782911558,"mustangensis_T48",0.861608335559712,0.961795351322469
"759",759,"T48.6","T48","mustangensis","Control",48,7.486,4.446525534,2.787474466,"12/14",6.45,0.757252553,3,7.207252553,7.25,NA,NA,NA,1.8425,0.9,0.773719900471368,"mustangensis_T48",0.861608335559712,0.968474485706652
"760",760,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"10/28",6.263,0.595362117,1,6.858362117,NA,NA,NA,NA,0.4680249768,0.8,0.565657096106288,"mustangensis_T48",0.845209176788124,0.845209176788124
"761",761,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"10/30",6.287,0.571362117,1,6.858362117,NA,NA,NA,NA,0.4144249768,0.8,0.588498167012217,"mustangensis_T48",0.848448043184885,0.848448043184885
"762",762,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/02",6.0515,0.806862117,1,6.858362117,6.5885,NA,NA,NA,0.4283249768,0.8,0.55015779799155,"mustangensis_T48",0.816666666666667,0.889136302294197
"763",763,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/04",6.0595,0.798862117,1,6.858362117,6.869,NA,NA,NA,0.2865,0.8,0.606263444383496,"mustangensis_T48",0.81774628879892,0.926990553306343
"764",764,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/06",6.3,0.558362117,1,6.858362117,6.8605,NA,NA,NA,0.433,0.8,0.70070945979611,"mustangensis_T48",0.850202429149797,0.925843454790823
"765",765,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/09",5.8465,1.011862117,1,6.858362117,6.9095,NA,NA,NA,0.762,0.8,0.616958866474368,"mustangensis_T48",0.789001349527665,0.932456140350877
"766",766,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/11",6.3,0.558362117,1,6.858362117,6.88,NA,NA,NA,0.439500000000001,0.8,0.708051232587302,"mustangensis_T48",0.850202429149797,0.928475033738192
"767",767,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/13",6.21,0.648362117,1,6.858362117,6.86,NA,NA,NA,0.522,0.8,0.686388470894774,"mustangensis_T48",0.838056680161943,0.925775978407557
"768",768,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/23",6.1215,1.012681059,1,7.134181059,7.1425,NA,NA,NA,0.7605,0.9,0.715664922708,"mustangensis_T48",0.826113360323887,0.963900134952766
"769",769,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/25",6.27,0.864181059,1,7.134181059,7.13,NA,NA,NA,0.670758078,0.9,0.744850735532244,"mustangensis_T48",0.846153846153846,0.96221322537112
"770",770,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/27",6.266,0.868181059,1,7.134181059,7.1635,NA,NA,NA,0.6954,0.9,0.74185964291361,"mustangensis_T48",0.845614035087719,0.966734143049933
"771",771,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"11/30",6.89,0.244181059,1,7.134181059,7.13,NA,NA,NA,0.5672,0.9,0.861050151807649,"mustangensis_T48",0.929824561403509,0.96221322537112
"772",772,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"12/02",6.97,0.164181059,1,7.134181059,7.13,NA,NA,NA,0.574829039,0.9,0.86947959464198,"mustangensis_T48",0.940620782726046,0.96221322537112
"773",773,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"12/04",6.83,0.304181059,1,7.134181059,7.13,NA,NA,NA,0.714829039,0.9,0.844100626968725,"mustangensis_T48",0.921727395411606,0.96221322537112
"774",774,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"12/07",6.953,6.736133705,1,6.858362117,6.9543,NA,NA,NA,1.247,0.9,0.916397862943724,"mustangensis_T48",0.938326585695007,0.938502024291498
"775",775,"T48.7","T48","mustangensis","Control",33,7.41,4.399810585,2.758189415,"12/09",6.87,0.264181059,1,6.858362117,6.87,NA,NA,NA,0.4263,0.9,0.919501156340997,"mustangensis_T48",0.927125506072874,0.927125506072874
"776",776,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"10/28",6.2,0.323798514,1,6.523798514,NA,NA,NA,NA,0.1964613738,0.8,0.677297077501359,"mustangensis_T48",0.879744590280241,0.879744590280241
"777",777,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"10/30",6.22,0.303798514,1,6.523798514,NA,NA,NA,NA,0.1468613738,0.8,0.680161304625484,"mustangensis_T48",0.882582476055339,0.882582476055339
"778",778,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/02",6.06,0.463798514,1,6.523798514,6.52,NA,NA,NA,0.0852613738,0.8,0.653428518133652,"mustangensis_T48",0.859879389854558,0.925150762681802
"779",779,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/06",6.27,0.253798514,1,6.523798514,6.52,NA,NA,NA,0.124000000000001,0.8,0.752721725103313,"mustangensis_T48",0.889677190493083,0.925150762681802
"780",780,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/09",6,0.523798514,1,6.523798514,6.52,NA,NA,NA,0.268,0.8,0.699256152119649,"mustangensis_T48",0.851365732529266,0.925150762681802
"781",781,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/11",6.22,0.303798514,1,6.523798514,6.52,NA,NA,NA,0.13,0.8,0.741264816606814,"mustangensis_T48",0.882582476055339,0.925150762681802
"782",782,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/13",6.19,0.333798514,1,6.523798514,6.52,NA,NA,NA,0.181999999999999,0.8,0.735536362358564,"mustangensis_T48",0.878325647392692,0.925150762681802
"783",783,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/20",6.29,0.495649257,1,6.785649257,6.78,NA,NA,NA,0.2725,0.9,0.804277813261181,"mustangensis_T48",0.89251507626818,0.96204327775807
"784",784,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/23",5.94,0.845649257,1,6.785649257,6.78,NA,NA,NA,0.592,0.9,0.737445847031601,"mustangensis_T48",0.842852075203973,0.96204327775807
"785",785,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/25",6.31,0.475649257,1,6.785649257,6.78,NA,NA,NA,0.268258078000001,0.9,0.808096782760014,"mustangensis_T48",0.895352962043278,0.96204327775807
"786",786,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/27",6.241,0.544649257,1,6.785649257,6.7985,NA,NA,NA,0.370400000000001,0.9,0.79492133798904,"mustangensis_T48",0.885562256119191,0.964668322100035
"787",787,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"11/30",6.56,0.225649257,1,6.785649257,6.79,NA,NA,NA,0.5322,0.9,0.859366448281849,"mustangensis_T48",0.930826534231997,0.963462220645619
"788",788,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"12/02",6.75,0.035649257,1,6.785649257,6.78,NA,NA,NA,0.454829039,0.9,0.89402359648376,"mustangensis_T48",0.957786449095424,0.96204327775807
"789",789,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"12/04",6.11,0.675649257,1,6.785649257,6.78,NA,NA,NA,1.084829039,0.9,0.769907087771683,"mustangensis_T48",0.866974104292302,0.96204327775807
"790",790,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"12/07",6.52,6.723634633,1,6.523798514,6.72,NA,NA,NA,1.13,0.9,0.898195962535952,"mustangensis_T48",0.925150762681802,0.953529620432777
"791",791,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"12/09",6.58,0.19928389,1,6.523798514,6.73,NA,NA,NA,0.482,0.9,0.948195962574142,"mustangensis_T48",0.933664420007095,0.954948563320326
"792",792,"T48.8","T48","mustangensis","Control",39,7.0475,4.176992572,2.618507428,"12/14",6.7795,0.006149257,1,6.785649257,6.798,NA,NA,NA,0.9055,0.9,0.898825808753825,"mustangensis_T48",0.961972330613693,0.964597374955658
"793",793,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"10/28",5.592,0.358633241,1,6.10063324,NA,NA,NA,NA,0.2312961008,0.8,0.613495456108895,"mustangensis_T48",0.868457835067557,0.868457835067557
"794",794,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"10/30",5.604,0.346633241,1,6.10063324,NA,NA,NA,NA,0.1896961008,0.8,0.589166947638219,"mustangensis_T48",0.870321478490449,0.870321478490449
"795",795,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/02",5.48,0.620633241,1,6.10063324,6.1,NA,NA,NA,0.2420961008,0.8,0.565677353252739,"mustangensis_T48",0.851063829787234,0.947352073303308
"796",796,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/04",5.71,0.390633241,1,6.10063324,6.1,NA,NA,NA,0.1475,0.8,0.717940259715762,"mustangensis_T48",0.886783662059326,0.947352073303308
"797",797,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/06",5.75,0.212193129,1,5.962193129,5.96,NA,NA,NA,0.214,0.8,0.755364240336209,"mustangensis_T48",0.892995806802299,0.925609566702904
"798",798,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/09",5.35,0.612193129,1,5.962193129,5.96,NA,NA,NA,0.358,0.8,0.671145678603277,"mustangensis_T48",0.830874359372573,0.925609566702904
"799",799,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/11",5.55,0.412193129,1,5.962193129,5.96,NA,NA,NA,0.24,0.8,0.713091382863063,"mustangensis_T48",0.861935083087436,0.925609566702904
"800",800,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/13",5.46,0.502193129,1,5.962193129,5.96,NA,NA,NA,0.352,0.8,0.694215815946159,"mustangensis_T48",0.847957757415748,0.925609566702904
"801",801,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/23",5.59,0.610596565,1,6.200596565,6.22,NA,NA,NA,0.542,0.9,0.809566502450843,"mustangensis_T48",0.868147227830408,0.965988507532225
"802",802,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/25",5.51,0.690596565,1,6.200596565,6.2,NA,NA,NA,0.508258078,0.9,0.759231657339099,"mustangensis_T48",0.855722938344463,0.962882435160739
"803",803,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/27",5.3815,0.819096565,1,6.200596565,6.237,NA,NA,NA,0.6499,0.9,0.728086971926208,"mustangensis_T48",0.835766423357664,0.968628669047989
"804",804,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"11/30",6.21,-0.009403435,1,6.200596565,6.2,NA,NA,NA,0.3207,0.9,0.909607007110433,"mustangensis_T48",0.964435471346482,0.962882435160739
"805",805,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"12/02",6.2,0.000596565,1,6.200596565,6.2,NA,NA,NA,0.414829039,0.9,0.899749766609383,"mustangensis_T48",0.962882435160739,0.962882435160739
"806",806,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"12/04",6.05,0.150596565,1,6.200596565,6.21,NA,NA,NA,0.564829039,0.9,0.868290488414543,"mustangensis_T48",0.939586892374592,0.964435471346482
"807",807,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"12/07",6.15,6.39529364,1,5.962193129,6.39,NA,NA,NA,1.13,0.9,0.94136062586229,"mustangensis_T48",0.955117254232024,0.992390122689859
"808",808,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"12/09",6.08,0.31529364,1,5.962193129,6.39,NA,NA,NA,0.652,0.9,1.01443076331004,"mustangensis_T48",0.944246000931822,0.992390122689859
"809",809,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"12/14",6.24,-0.039403435,1,6.200596565,6.24,NA,NA,NA,0.845,0.9,0.908264024156649,"mustangensis_T48",0.969094579903712,0.969094579903712
"810",810,"T48.9","T48","mustangensis","Control",50,6.439,3.802965645,2.384034355,"12/16",5.54,0.660596565,1,6.200596565,6.2,NA,NA,NA,0.5575,0.9,0.761454059247397,"mustangensis_T48",0.860382046901693,0.962882435160739
"811",811,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"10/28",6.05,0.420729805,1,6.470729805,NA,NA,NA,NA,0.29093175475,0.8,0.673098896038121,"aestivalis_T52",0.86552217453505,0.86552217453505
"812",812,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"10/30",6.1,0.370729805,1,6.470729805,NA,NA,NA,NA,0.22543175475,0.8,0.647582315021951,"aestivalis_T52",0.872675250357654,0.872675250357654
"813",813,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/06",5.43,0.261824513,1,5.691824513,5.59,NA,NA,NA,0.138000000000001,0.5,0.452308253316946,"aestivalis_T52",0.776824034334764,0.799713876967096
"814",814,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/09",5.25,0.441824513,1,5.691824513,5.69,NA,NA,NA,0.15,0.5,0.395305174216671,"aestivalis_T52",0.75107296137339,0.814020028612303
"815",815,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/11",5.44,-0.007810585,1,5.432189415,5.44,NA,NA,NA,0.184,0.4,0.451152785593635,"aestivalis_T52",0.778254649499285,0.778254649499285
"816",816,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/13",5.16,0.012554318,1,5.172554318,5.172554318,NA,NA,NA,0.22,0.3,0.349086461528954,"aestivalis_T52",0.738197424892704,0.739993464663805
"817",817,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/16",4.81,0.362554318,1,5.172554318,5.17,NA,NA,NA,0.260000000000001,0.3,0.230180025448986,"aestivalis_T52",0.688125894134478,0.739628040057225
"818",818,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/23",4.8355,0.337054318,1,5.172554318,5.225,NA,NA,NA,0.2285,0.3,0.234598858307282,"aestivalis_T52",0.691773962804006,0.747496423462089
"819",819,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/25",4.96,0.212554318,1,5.172554318,5.18,NA,NA,NA,0.205,0.3,0.269166603910321,"aestivalis_T52",0.709585121602289,0.741058655221745
"820",820,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/27",4.9025,0.270054318,1,5.172554318,5.202,NA,NA,NA,0.26975,0.3,0.249427361992151,"aestivalis_T52",0.701359084406295,0.744206008583691
"821",821,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"11/30",4.84,0.332554318,1,5.172554318,5.17,NA,NA,NA,0.2497,0.3,0.24162795420985,"aestivalis_T52",0.69241773962804,0.739628040057225
"822",822,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"12/02",4.9,0.272554318,1,5.172554318,4.9,NA,NA,NA,0.23815,0.3,0.247020137367984,"aestivalis_T52",0.701001430615165,0.701001430615165
"823",823,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"12/04",4.7,0.21291922,1,4.91291922,4.91,NA,NA,NA,0.16815,0.2,0.156508491595594,"aestivalis_T52",0.67238912732475,0.702432045779685
"824",824,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"12/07",4.58,5.048499536,1,4.91291922,5.05,NA,NA,NA,0.182,0.2,0.135324914999213,"aestivalis_T52",0.655221745350501,0.722460658082976
"825",825,"T52.1","T52","aestivalis","Drought",55,6.99,4.141649025,2.596350975,"12/09",4.8,0.351053854,1,5.172554318,5.32,NA,NA,NA,0.164,0.3,0.204652984078934,"aestivalis_T52",0.686695278969957,0.761087267525036
"826",826,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"10/28",6.2,0.453470752,1,6.653470752,NA,NA,NA,NA,0.3261336118,0.8,0.644921207321819,"aestivalis_T52",0.862548692264886,0.862548692264886
"827",827,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"10/30",6.22,0.433470752,1,6.653470752,NA,NA,NA,NA,0.2765336118,0.8,0.634070538207133,"aestivalis_T52",0.865331107401224,0.865331107401224
"828",828,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/02",6.02,0.633470752,1,6.653470752,6.66,NA,NA,NA,0.2549336118,0.8,0.60039604785121,"aestivalis_T52",0.837506956037841,0.926544240400668
"829",829,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/04",6.3,0.353470752,1,6.653470752,6.65,NA,NA,NA,0.1175,0.8,0.735094009274903,"aestivalis_T52",0.876460767946578,0.925153032832499
"830",830,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/06",6.29,0.363470752,1,6.653470752,6.65,NA,NA,NA,0.224,0.8,0.731352399235356,"aestivalis_T52",0.875069560378409,0.925153032832499
"831",831,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/09",5.91,0.743470752,1,6.653470752,6.65,NA,NA,NA,0.488,0.8,0.660261808483962,"aestivalis_T52",0.82220367278798,0.925153032832499
"832",832,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/11",6.23,0.423470752,1,6.653470752,6.65,NA,NA,NA,0.25,0.8,0.720127569116715,"aestivalis_T52",0.866722314969394,0.925153032832499
"833",833,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/13",6.14,0.513470752,1,6.653470752,6.65,NA,NA,NA,0.362000000000001,0.8,0.703290323938753,"aestivalis_T52",0.854201446855871,0.925153032832499
"834",834,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/23",5.83,1.090735376,1,6.920735376,6.92,NA,NA,NA,0.842,0.9,0.695807103822243,"aestivalis_T52",0.811074012242627,0.962715637173066
"835",835,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/25",6.32,0.600735376,1,6.920735376,6.92,NA,NA,NA,0.398258078,0.9,0.787476549791145,"aestivalis_T52",0.879243183082916,0.962715637173066
"836",836,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/27",6.189,0.731735376,1,6.920735376,6.9305,NA,NA,NA,0.5624,0.9,0.762969004032112,"aestivalis_T52",0.8610183639399,0.964176405119644
"837",837,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"11/30",6.51,0.410735376,1,6.920735376,6.92,NA,NA,NA,0.714200000000001,0.9,0.824986190437604,"aestivalis_T52",0.90567612687813,0.962715637173066
"838",838,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"12/02",6.79,0.130735376,1,6.920735376,6.94,NA,NA,NA,0.544829039,0.9,0.8754043857205,"aestivalis_T52",0.944629938786867,0.965498052309405
"839",839,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"12/04",6.52,0.400735376,1,6.920735376,6.92,NA,NA,NA,0.834829039000001,0.9,0.828634260226162,"aestivalis_T52",0.907067334446299,0.962715637173066
"840",840,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"12/07",6.65,6.657293408,1,6.653470752,6.65,NA,NA,NA,1.34,0.9,0.899213115462379,"aestivalis_T52",0.925153032832499,0.925153032832499
"841",841,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"12/09",6.25,7.328028784,1,6.653470752,6.653470752,NA,NA,NA,0.742,0.9,0.823869179156262,"aestivalis_T52",0.869504730105732,0.925635886477462
"842",842,"T52.10","T52","aestivalis","Control",48,7.188,4.263353761,2.672646239,"12/14",6.92,0.000735376,1,6.920735376,6.92,NA,NA,NA,0.845,0.9,0.899862425488778,"aestivalis_T52",0.962715637173066,0.962715637173066
"843",843,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"10/28",5.72,0.362612813,1,6.232612813,NA,NA,NA,NA,0.23281476275,0.8,0.630426540418818,"aestivalis_T52",0.86903676694014,0.86903676694014
"844",844,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"10/30",5.63,0.452612813,1,6.232612813,NA,NA,NA,NA,0.30731476275,0.8,0.571389253825644,"aestivalis_T52",0.855363111516256,0.855363111516256
"845",845,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/09",5.1,0.262431755,1,5.362431755,5.36,NA,NA,NA,0.0700000000000007,0.5,0.445705475875194,"aestivalis_T52",0.774840474020055,0.814342145244607
"846",846,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/11",5.15,-0.031481894,1,5.118518106,5.11,NA,NA,NA,0.144,0.4,0.45595500479762,"aestivalis_T52",0.782436949255546,0.776359769067153
"847",847,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/13",5.01,-0.135395543,1,4.874604457,5.01,NA,NA,NA,0.0400000000000005,0.3,0.376008679202696,"aestivalis_T52",0.761166818596171,0.761166818596171
"848",848,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/16",4.85,0.024604457,1,4.874604457,4.87,NA,NA,NA,0.0700000000000001,0.3,0.32271112880608,"aestivalis_T52",0.736858097842601,0.739896687936797
"849",849,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/20",4.76,0.114604457,1,4.874604457,4.87,NA,NA,NA,0.0433333333333333,0.3,0.27556329576292,"aestivalis_T52",0.723184442418718,0.739896687936797
"850",850,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/23",4.66,0.214604457,1,4.874604457,4.87,NA,NA,NA,0.104,0.3,0.255064237918068,"aestivalis_T52",0.707991491947736,0.739896687936797
"851",851,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/25",4.71,0.164604457,1,4.874604457,4.88,NA,NA,NA,0.1,0.3,0.265313766840494,"aestivalis_T52",0.715587967183227,0.741415982983895
"852",852,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/27",4.713,0.161604457,1,4.874604457,4.923,NA,NA,NA,0.15925,0.3,0.267978644360324,"aestivalis_T52",0.716043755697356,0.747948951686418
"853",853,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"11/30",4.66,0.214604457,1,4.874604457,4.87,NA,NA,NA,0.1507,0.3,0.265928738575839,"aestivalis_T52",0.707991491947736,0.739896687936797
"854",854,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"12/02",4.69,0.184604457,1,4.874604457,4.69,NA,NA,NA,0.14815,0.3,0.261213955271523,"aestivalis_T52",0.712549377089031,0.712549377089031
"855",855,"T52.2","T52","aestivalis","Drought",38,6.582,3.89086351,2.43913649,"12/04",4.61,0.020690808,1,4.630690808,4.63,NA,NA,NA,0.0481500000000001,0.2,0.207916404874907,"aestivalis_T52",0.700395016712246,0.703433606806442
