SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,11:16:17,11/17/2020,auto g+f+bcode ,Niko,,255189.01.6,,,0.374566,2.920218,0.331984,5.719858,1.643306,1.482705,3.342551,1.699245,14.66312,16.251368,33.055943,0.441786,PSF-00177_20201117111617,0,0,0,124.568581,306.683075,0.59382,0.5,0.8,95.175247,51.72,46.67,24.99,25.84,101.12,156.5,157.4,-0.6,401,4.123,11:10:36,11/17/2020,-0.22,0.004,0.002,-9999,-0.769,-0.671,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.455544,2.456062,1.639647,0.932207,0.272879,0.010291,0.113871,0.452222,124.568581,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117111617,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
10,11:16:35,11/17/2020,auto g+f+bcode ,Niko,,255189.01.6,,,0.310092,2.921605,0.280338,4.643802,1.652366,1.522146,3.286325,1.633959,15.054577,16.342501,32.502953,0.441786,PSF-00177_20201117111635,0,0,0,120.351791,301.571503,0.600918,0.5,0.8,83.548386,51.5,47.44,25.15,25.55,101.11,156.7,152.4,2.8,348,4.122,11:10:36,11/17/2020,-0.22,-0.001,0.001,0.01,0.461,0.95,1.549,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.45659,2.455706,1.641109,0.919492,0.271073,0.004931,0.116385,0.406531,120.351791,0.000495,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117111635,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
11,11:18:08,11/17/2020,auto g+f+bcode ,Niko,,CC12.7,,,0.230581,2.923015,0.213722,3.72806,1.742093,1.637766,3.460359,1.718266,16.19854,17.230402,34.225143,0.441786,PSF-00177_20201117111808,0,0,0,229.181534,299.578796,0.234987,0.5,0.8,32.695766,51.92,48.81,25.9,26.43,101.11,156.9,157,-0.1,348,4.12,11:10:36,11/17/2020,-0.22,0.004,0.002,0.007,-3.668,-4.841,8.88,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.458344,2.456112,1.642599,0.931255,0.263069,0.006351,0.12868,0.406754,229.181534,0.000504,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117111808,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
12,11:18:29,11/17/2020,auto g+f+bcode ,Niko,,CC12.7,,,0.831351,2.92298,0.647259,7.745325,2.011297,1.795145,3.18997,1.178672,17.756216,19.894238,31.552773,0.441786,PSF-00177_20201117111829,0,0,0,148.522491,296.131958,0.498458,0.5,0.8,69.427856,59.36,52.98,26.07,25.05,101.1,156.9,156.1,0.5,348,4.118,11:10:36,11/17/2020,-0.22,0.001,0.001,0.01,2.488,3.956,6.393,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464133,2.466284,1.642563,0.928926,0.261348,-0.011842,0.131335,0.40707,148.522491,0.000502,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117111829,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
13,11:20:27,11/17/2020,auto g+f+bcode ,Niko,,OCK1-S02.9,,,0.417518,2.92147,0.36531,6.015541,1.730292,1.561715,3.353427,1.623135,15.445514,17.112751,33.165714,0.441786,PSF-00177_20201117112027,0,0,0,100.059631,268.924713,0.627927,0.5,0.8,93.809525,48.68,43.94,26.88,25.9,101.11,156.7,155.1,1,373,4.117,11:10:36,11/17/2020,-0.22,0.004,0.004,0.012,0.036,-0.267,-0.675,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.451225,2.451392,1.640966,0.926242,0.253055,-0.011611,0.145599,0.428817,100.059631,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112027,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
14,11:20:42,11/17/2020,auto g+f+bcode ,Niko,,OCK1-S02.9,,,0.171376,2.921661,0.16188,3.238487,1.695855,1.605073,3.665215,1.96936,15.872684,16.770422,36.245564,0.441786,PSF-00177_20201117112042,0,0,0,138.094788,271.965637,0.492234,0.5,0.8,76.807938,47.46,44.92,26.97,27.41,101.12,156.7,156.6,0.1,390,4.116,11:10:36,11/17/2020,-0.22,0.001,0.001,0.005,0.415,1.993,8.643,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.4526,2.449673,1.641168,0.930147,0.252155,0.005315,0.147235,0.443108,138.094788,0.000498,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112042,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
15,11:21:50,11/17/2020,auto g+f+bcode ,Niko,,9018.1,,,0.075206,2.922242,0.073319,1.704873,1.611431,1.563629,3.898352,2.286921,15.465324,15.938114,38.557274,0.441786,PSF-00177_20201117112150,0,0,0,121.95182,290.081635,0.579595,0.5,0.8,94.836372,43.94,42.63,27.42,28.46,101.11,156.8,156,0.5,409,4.114,11:21:09,11/17/2020,-0.25,0.003,0.001,-9999,1.128,4.901,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449237,2.444664,1.641781,0.928564,0.247726,0.012719,0.155144,0.459426,121.95182,0.000494,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112150,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
16,11:22:04,11/17/2020,auto g+f+bcode ,Niko,,9018.1,,,0.094325,2.921005,0.091374,2.018766,1.680499,1.62388,3.853144,2.172645,16.061167,16.621162,38.109947,0.441786,PSF-00177_20201117112204,0,0,0,108.640549,301.786438,0.640009,0.5,0.8,92.026482,45.6,44.06,27.5,28.26,101.11,156.6,157,-0.2,359,4.114,11:21:09,11/17/2020,-0.25,0.002,-0.001,-9999,-0.309,-0.996,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.451258,2.446982,1.640476,0.931085,0.246925,0.009296,0.156681,0.416758,108.640549,0.000506,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112204,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
17,11:22:43,11/17/2020,auto g+f+bcode ,Niko,,V37-96.4,,,0.06829,2.922964,0.066731,1.572208,1.55944,1.515357,3.877663,2.318223,14.986729,15.422707,38.349709,0.441786,PSF-00177_20201117112243,0,0,0,139.727356,320.971008,0.564673,0.5,0.8,81.746994,41.81,40.63,27.7,28.37,101.11,156.9,156.5,0.2,362,4.113,11:21:09,11/17/2020,-0.25,-0.001,-0.002,0.009,0.068,-1.27,-7.85,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.446295,2.441594,1.642545,0.929917,0.244907,0.008117,0.160975,0.418865,139.727356,0.000505,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112243,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
18,11:22:53,11/17/2020,auto g+f+bcode ,Niko,,V37-96.4,,,0.072885,2.920635,0.071111,1.634127,1.653154,1.607292,3.912846,2.259692,15.895566,16.349123,38.696693,0.441786,PSF-00177_20201117112253,0,0,0,143.590805,314.133179,0.542898,0.5,0.8,80.747185,44.18,42.95,27.76,28.53,101.12,156.6,156.1,0.3,372,4.113,11:21:09,11/17/2020,-0.25,0.004,-0.003,-9999,0.497,2.039,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449617,2.44493,1.640085,0.928975,0.244384,0.009352,0.162072,0.427393,143.590805,0.000504,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112253,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
19,11:23:20,11/17/2020,auto g+f+bcode ,Niko,,V57-96.3,,,0.085894,2.922951,0.083442,2.024992,1.657774,1.601047,4.042579,2.384805,15.833298,16.394285,39.978432,0.441786,PSF-00177_20201117112320,0,0,0,108.988884,256.240723,0.574662,0.5,0.8,76.949265,43.93,42.42,27.91,29.09,101.12,156.9,156.9,0,335,4.112,11:21:09,11/17/2020,-0.25,0.001,0,-9999,2.453,-2.871,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.448826,2.444541,1.642532,0.930806,0.242968,0.014439,0.165074,0.395494,108.988884,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112320,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
20,11:23:36,11/17/2020,auto g+f+bcode ,Niko,,V57-96.3,,,0.102969,2.922779,0.099465,2.19513,1.677871,1.616388,3.848308,2.170437,15.98655,16.594631,38.06089,0.441786,PSF-00177_20201117112336,0,0,0,105.574608,289.055237,0.63476,0.5,0.8,104.720009,44.24,42.62,27.99,28.24,101.11,156.8,156.9,0,412,4.112,11:21:09,11/17/2020,-0.25,0.001,0.004,0.009,-0.093,-0.343,-1.68,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.449088,2.444964,1.642349,0.930808,0.242159,0.003086,0.166787,0.462331,105.574608,0.000508,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112336,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
21,11:24:01,11/17/2020,auto g+f+bcode ,Niko,,b42-34.7,,,0.38334,2.921993,0.338881,6.221977,1.891685,1.717678,3.696827,1.805142,16.987919,18.708857,36.561798,0.441786,PSF-00177_20201117112401,0,0,0,122.411011,282.456268,0.56662,0.5,0.8,78.743828,49.48,44.93,28.13,27.55,101.11,156.7,154.1,1.7,347,4.111,11:21:09,11/17/2020,-0.25,-0.001,0.005,-9999,-0.18,-0.087,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452342,2.452243,1.641518,0.923733,0.240852,-0.006874,0.169542,0.406394,122.411011,0.000497,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112401,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
22,11:24:15,11/17/2020,auto g+f+bcode ,Niko,,b42-34.7,,,0.406663,2.92267,0.356991,6.234875,1.894631,1.720348,3.612593,1.717962,17.013067,18.736599,35.72607,0.441786,PSF-00177_20201117112415,0,0,0,125.200867,291.129456,0.569948,0.5,0.8,83.218948,49.35,44.81,28.2,27.16,101.12,156.8,154.6,1.4,365,4.11,11:21:09,11/17/2020,-0.25,0.004,0.001,0.008,0.738,0.755,1.888,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.452153,2.452042,1.642235,0.925018,0.240156,-0.012475,0.171061,0.421538,125.200867,0.000507,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112415,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
23,11:24:55,11/17/2020,auto g+f+bcode ,Niko,,T48.3,,,0.071074,2.922747,0.069386,1.708817,1.818334,1.770534,4.234117,2.415783,17.509455,17.982164,41.872719,0.441786,PSF-00177_20201117112455,0,0,0,113.901611,265.949615,0.571717,0.5,0.8,88.795296,46.76,45.53,28.42,29.89,101.12,156.8,153.2,2.3,388,4.11,11:21:09,11/17/2020,-0.25,-0.001,-0.002,-9999,-1.201,-2.339,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.453123,2.448394,1.642316,0.92165,0.238077,0.018052,0.175534,0.441546,113.901611,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112455,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
24,11:25:05,11/17/2020,auto g+f+bcode ,Niko,,T48.3,,,0.041908,2.922458,0.041315,1.060118,1.827892,1.798231,4.343545,2.515653,17.781914,18.075212,42.951385,0.441786,PSF-00177_20201117112505,0,0,0,116.407158,273.081421,0.573727,0.5,0.8,88.275681,46.84,46.08,28.48,30.34,101.13,156.8,145.3,7.4,385,4.109,11:21:09,11/17/2020,-0.25,-0.001,0.003,-9999,0.71,1.203,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.453883,2.44849,1.64201,0.901783,0.237501,0.022801,0.176617,0.438428,116.407158,0.000493,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112505,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
25,11:25:58,11/17/2020,auto g+f+bcode ,Niko,,Vru42.9,,,0.45621,2.922881,0.394617,6.975525,2.021652,1.826944,3.758061,1.736409,18.066826,19.99231,37.163818,0.441786,PSF-00177_20201117112558,0,0,0,103.886963,260.468231,0.601153,0.5,0.8,93.759941,50.9,46,28.78,27.83,101.12,156.8,156.8,0,390,4.108,11:21:09,11/17/2020,-0.25,-0.003,-0.003,0.011,0.126,0.176,1.28,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.453699,2.45405,1.642458,0.930619,0.23467,-0.011471,0.182444,0.442952,103.886963,0.000491,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112558,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
26,11:26:14,11/17/2020,auto g+f+bcode ,Niko,,Vru42.9,,,0.477585,2.922377,0.4105,7.532233,2.119899,1.909779,3.919934,1.800035,18.886217,20.96414,38.765076,0.441786,PSF-00177_20201117112614,0,0,0,90.333939,253.114349,0.64311,0.5,0.8,71.408333,53.11,47.84,28.87,28.56,101.12,156.8,157.2,-0.3,278,4.108,11:21:09,11/17/2020,-0.25,0,-0.005,-9999,0.958,0.508,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.456267,2.457061,1.641924,0.93178,0.233854,-0.00379,0.184178,0.346305,90.333939,0.000503,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112614,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
27,11:27:17,11/17/2020,auto g+f+bcode ,Niko,,1149.6,,,0.54289,2.923091,0.457855,7.55564,2.121639,1.910994,3.741928,1.620289,18.898701,20.981863,37.005646,0.441786,PSF-00177_20201117112717,0,0,0,123.75927,281.028625,0.55962,0.5,0.8,88.714523,52.15,46.97,29.2,27.76,101.12,156.9,144,8.2,396,4.107,11:21:09,11/17/2020,-0.25,0.003,0.004,0.012,0.523,-0.256,-0.403,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.454963,2.455663,1.64268,0.898544,0.23083,-0.017448,0.19101,0.448457,123.75927,0.000507,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201117112717,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-27T22:20:53.801Z
