SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,11:37:35,10/27/2020,auto g+f+bcode ,Niko,,2214.4.1,,,0.065444,2.922036,0.064011,2.110645,0.798789,0.738637,4.078768,3.279979,7.247761,7.837992,40.022255,0.441786,PSF-00177_20201027113735,0,0,0,119.887589,263.164764,0.544439,0.5,0.8,74.996971,18.53,17.14,30.2,29.24,101.91,156.7,153.8,1.9,344,3.887,11:33:36,10/27/2020,-0.07,0.001,0,-9999,0.031,-0.015,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.410032,2.406038,1.641564,0.923126,0.221888,-0.011767,0.221395,0.403769,119.887589,0.000486,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113735,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
10,11:38:24,10/27/2020,auto g+f+bcode ,Niko,,Vru42.8,,,0.280901,2.923254,0.256275,7.483213,1.071517,0.859031,3.973694,2.902177,8.429102,10.514086,38.991226,0.441786,PSF-00177_20201027113824,0,0,0,100.460175,209.035629,0.519411,0.5,0.8,222.361359,24.79,19.87,30.25,28.79,101.91,156.9,157.1,-0.1,1070,3.886,11:33:36,10/27/2020,-0.07,-0.002,-0.002,-9999,0.048,-0.747,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414477,2.415867,1.642852,0.931448,0.221425,-0.017909,0.226223,1.028321,100.460175,0.000499,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113824,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
11,11:38:36,10/27/2020,auto g+f+bcode ,Niko,,Vru42.8,,,0.230655,2.922991,0.213785,5.901049,1.029213,0.86154,3.776061,2.746849,8.453394,10.098587,37.050537,0.441786,PSF-00177_20201027113836,0,0,0,105.054619,244.39859,0.57015,0.5,0.8,189.858856,23.79,19.91,30.27,27.91,101.92,156.9,156.9,0,832,3.886,11:33:36,10/27/2020,-0.07,0.002,0,-9999,-0.257,-0.921,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414538,2.414323,1.642574,0.930819,0.221284,-0.028708,0.227365,0.823749,105.054619,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113836,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
12,11:38:50,10/27/2020,auto g+f+bcode ,Niko,,Vru42.8,,,0.213893,2.922225,0.199305,5.718964,0.965819,0.803124,3.821506,2.855688,7.880425,9.476824,37.497452,0.441786,PSF-00177_20201027113850,0,0,0,95.57283,220.062729,0.565702,0.5,0.8,180.630768,22.3,18.54,30.29,28.12,101.91,156.8,156.9,-0.1,798,3.885,11:33:36,10/27/2020,-0.07,0.001,0.002,-9999,-1.353,-3.631,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.412322,2.412009,1.641763,0.930855,0.22114,-0.026442,0.228849,0.794293,95.57283,0.000494,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113850,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
13,11:39:26,10/27/2020,auto g+f+bcode ,Niko,,Haines2.5,,,0.43998,2.923277,0.382422,10.085385,1.066349,0.779951,3.691422,2.625074,7.652765,10.462862,36.219707,0.441786,PSF-00177_20201027113926,0,0,0,109.797478,205.191849,0.464903,0.5,0.8,141.091812,24.56,17.96,30.33,27.53,101.92,156.9,156.8,0.1,759,3.884,11:33:36,10/27/2020,-0.07,-0.002,-0.001,0.032,0.441,0.506,-0.213,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.411367,2.415504,1.642878,0.930693,0.220751,-0.034119,0.232256,0.760269,109.797478,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113926,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
14,11:39:38,10/27/2020,auto g+f+bcode ,Niko,,Haines2.5,,,0.138943,2.921917,0.132636,4.009752,0.88038,0.766189,3.889148,3.008768,7.518312,8.638819,38.162663,0.441786,PSF-00177_20201027113938,0,0,0,128.119476,234.244461,0.453052,0.5,0.8,78.218819,20.27,17.64,30.34,28.42,101.91,156.7,155.4,0.9,432,3.884,11:33:36,10/27/2020,-0.07,0,-0.001,-9999,0.007,-0.227,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.410833,2.408795,1.641438,0.927026,0.22068,-0.023454,0.233377,0.478835,128.119476,0.000485,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113938,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
15,11:39:52,10/27/2020,auto g+f+bcode ,Niko,,Haines2.5,,,0.21961,2.922168,0.20426,5.471752,0.938885,0.78318,3.607972,2.669088,7.685012,9.212879,35.403515,0.441786,PSF-00177_20201027113952,0,0,0,119.027496,285.471069,0.583049,0.5,0.8,103.296425,21.6,18.02,30.35,27.14,101.91,156.8,154.8,1.2,443,3.885,11:33:36,10/27/2020,-0.07,0,-0.001,-9999,0.096,1.057,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.411453,2.4109,1.641703,0.92571,0.220578,-0.039028,0.234704,0.488552,119.027496,0.000498,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027113952,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
16,11:40:26,10/27/2020,auto g+f+bcode ,Niko,,ANU65.1,,,0.164411,2.92278,0.155655,5.579634,1.05612,0.897599,4.607855,3.551735,8.807349,10.362777,45.212841,0.441786,PSF-00177_20201027114026,0,0,0,141.445404,169.37793,0.164912,0.5,0.8,78.128525,24.23,20.59,30.4,31.37,101.91,156.8,156.2,0.4,1184,3.883,11:33:36,10/27/2020,-0.07,0.001,0.001,-9999,-0.226,-0.33,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.415611,2.414987,1.642351,0.929211,0.220163,0.012048,0.238217,1.126525,141.445404,0.00048,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114026,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
17,11:40:37,10/27/2020,auto g+f+bcode ,Niko,,ANU65.1,,,0.249917,2.920441,0.230216,6.75262,1.068035,0.875857,3.983265,2.915231,8.594054,10.47974,39.08448,0.441786,PSF-00177_20201027114037,0,0,0,118.99781,200.828079,0.407464,0.5,0.8,154.025055,24.47,20.07,30.42,28.83,101.91,156.5,156.8,-0.2,945,3.827,11:33:36,10/27/2020,-0.07,0,0.001,-9999,-0.187,2.518,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414765,2.415354,1.639881,0.930775,0.219962,-0.019483,0.239357,0.920568,118.99781,0.000484,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114037,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
18,11:40:49,10/27/2020,auto g+f+bcode ,Niko,,ANU65.1,,,0.144983,2.923395,0.138132,4.083532,1.008995,0.892977,3.948682,2.939687,8.761681,9.900019,38.743526,0.441786,PSF-00177_20201027114049,0,0,0,115.491631,222.662689,0.481316,0.5,0.8,88.745804,23.09,20.43,30.44,28.68,101.92,156.9,155.9,0.7,461,3.883,11:33:36,10/27/2020,-0.07,0,0,-9999,-0.243,-0.096,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.415354,2.41322,1.643003,0.928349,0.219792,-0.02155,0.240431,0.504073,115.491631,0.000487,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114049,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
19,11:41:06,10/27/2020,auto g+f+bcode ,Niko,,UT12-075.8,,,0.202066,2.922265,0.188997,5.442815,1.029218,0.87448,3.893325,2.864106,8.580481,10.098793,38.201687,0.441786,PSF-00177_20201027114106,0,0,0,113.217476,215.208298,0.473917,0.5,0.8,152.40889,23.51,19.98,30.47,28.44,101.92,156.8,155.3,0.9,804,3.883,11:33:36,10/27/2020,-0.07,0.003,0.004,-9999,-4.23,-3.58,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414614,2.413869,1.641806,0.926843,0.219525,-0.024874,0.242111,0.799219,113.217476,0.000488,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114106,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
20,11:41:27,10/27/2020,auto g+f+bcode ,Niko,,UT12-075.8,,,0.211518,2.924491,0.197251,5.930555,1.010156,0.841835,3.998693,2.988538,8.26108,9.912841,39.239906,0.441786,PSF-00177_20201027114127,0,0,0,130.363937,209.109665,0.376576,0.5,0.8,139.926361,23.03,19.19,30.51,28.9,101.9,157,157,0.1,929,3.825,11:33:36,10/27/2020,-0.07,0,0.002,-9999,3.078,2.985,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.413345,2.413117,1.644166,0.931042,0.219226,-0.019724,0.244227,0.906729,130.363937,0.000479,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114127,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
21,11:41:40,10/27/2020,auto g+f+bcode ,Niko,,UT12-075.8,,,0.051124,2.921026,0.050245,1.711765,0.906923,0.858157,4.290059,3.383136,8.421354,8.89991,42.099648,0.441786,PSF-00177_20201027114140,0,0,0,105.636475,187.608719,0.436932,0.5,0.8,129.53801,20.65,19.54,30.53,30.12,101.9,156.6,156.5,0.1,741,3.882,11:33:36,10/27/2020,-0.07,-0.001,-0.001,0.001,2.684,-0.404,-21.421,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.413904,2.409382,1.640498,0.929871,0.219038,-0.005073,0.245418,0.745181,105.636475,0.000491,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114140,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
22,11:42:14,10/27/2020,auto g+f+bcode ,Niko,,ANU65.10,,,0.204896,2.92236,0.191471,5.775755,0.997093,0.832876,3.995583,2.99849,8.17356,9.785136,39.211308,0.441786,PSF-00177_20201027114214,0,0,0,119.428398,203.187698,0.412226,0.5,0.8,137.069275,22.62,18.89,30.6,28.89,101.9,156.8,155.7,0.7,831,3.881,11:33:36,10/27/2020,-0.07,0.003,-0.003,-9999,0.195,-1.016,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.412847,2.412464,1.641907,0.927867,0.218469,-0.020973,0.24882,0.822699,119.428398,0.000496,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114214,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
23,11:42:39,10/27/2020,auto g+f+bcode ,Niko,,ANU65.10,,,0.246791,2.921741,0.227569,7.325957,1.040837,0.832527,4.236314,3.195478,8.169983,10.214219,41.572948,0.441786,PSF-00177_20201027114239,0,0,0,147.331589,175.038452,0.15829,0.5,0.8,46.530521,23.55,18.83,30.64,29.9,101.9,156.7,156.8,-0.1,735,3.881,11:33:36,10/27/2020,-0.07,-0.001,0,-9999,0.241,-1.948,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.412743,2.413897,1.641253,0.930756,0.218054,-0.009188,0.25124,0.739771,147.331589,0.000497,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114239,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
24,11:42:59,10/27/2020,auto g+f+bcode ,Niko,,ANU65.10,,,0.465822,2.921948,0.401771,10.096231,1.124291,0.837471,3.625516,2.501225,8.217836,11.032302,35.576019,0.441786,PSF-00177_20201027114259,0,0,0,71.903587,147.559402,0.512714,0.5,0.8,144.613922,25.39,18.91,30.67,27.22,101.91,156.7,156.4,0.2,705,3.88,11:33:36,10/27/2020,-0.07,0.001,0.003,0.003,-2.869,-4.519,6.219,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.412867,2.416727,1.641471,0.929599,0.217795,-0.042021,0.253179,0.714171,71.903587,0.000491,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114259,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
25,11:43:22,10/27/2020,auto g+f+bcode ,Niko,,b40-14.3,,,0.205766,2.921001,0.192225,6.282391,0.961628,0.782744,4.207579,3.245952,7.68132,9.436765,41.290348,0.441786,PSF-00177_20201027114322,0,0,0,123.120186,209.99086,0.413688,0.5,0.8,182.737534,21.67,17.64,30.71,29.78,101.9,156.6,156.8,-0.1,1104,3.855,11:33:36,10/27/2020,-0.07,0.001,0,0.006,0.175,1.792,-6.667,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.410792,2.410972,1.640471,0.930737,0.217505,-0.011434,0.255283,1.057629,123.120186,0.000477,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114322,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
26,11:44:04,10/27/2020,auto g+f+bcode ,Niko,,b40-14.3,,,0.157703,2.923381,0.149631,5.126338,1.006251,0.860619,4.404854,3.398602,8.445199,9.874286,43.224571,0.441786,PSF-00177_20201027114404,0,0,0,102.935669,175.034882,0.411913,0.5,0.8,174.229706,22.55,19.29,30.81,30.58,101.91,156.9,156.4,0.3,1057,3.88,11:43:46,10/27/2020,-0.04,-0.001,0.001,-9999,1.435,3.099,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.413453,2.412287,1.642987,0.9297,0.216645,-0.002846,0.259465,1.017294,102.935669,0.00049,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114404,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
27,11:44:17,10/27/2020,auto g+f+bcode ,Niko,,b40-14.3,,,0.1631,2.922445,0.154478,5.138332,1.043498,0.897466,4.343668,3.300169,8.806495,10.239462,42.622795,0.441786,PSF-00177_20201027114417,0,0,0,97.237946,181.155685,0.463235,0.5,0.8,181.26622,23.34,20.07,30.84,30.34,101.91,156.8,155.4,0.9,978,3.874,11:43:46,10/27/2020,-0.04,0,0,-9999,0.458,0.652,-9999,1,150,0.005,2,0,rectangular,10000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.414712,2.413507,1.641996,0.927172,0.216346,-0.0063,0.260792,0.949168,97.237946,0.000477,2.381104,-0.000086,1,2.374053,-0.000062,1,0.601405,0.601525,0.107465,0,PSF-00177_20201027114417,PFA-00163,PSA-00175,PSF-00177,RHS-00523,1.0.0,2020-10-22T17:44:00.745Z
