,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 SWC,10/26 Pre Watering Weight,10/26 SWC,mpot @ 80% SW,10/28 pre water weight,10/28 SWC,mpot @ 80% SW_1,10/30 pre water weight,10/30 SWC,mpot @ 80% SW_2,11/2 pre water weight,11/2 SWC,mpot @ 80% SW_3,11/4 pre water,11/4 SWC,mpot target weight (80% for control and 50% for treatment),11/6 pre water,11/6 SWC,mpot target,11/9 pre water,11/9 SWC,mpot target_1,11/11 pre water weight,11/11 SWC,11/11 target weights,11/13 pre water weight,11/13 SWC,11/13 target weight,11/16 pre water weight,11/16 SWC,11/16 target weight,11/18 pre water weight,11/18 SWC,11/18 target weight,11/20 pre water weight,11/20 SWC,11/20 target weight,11/23 pre water weight,11/23 SWC,11/23 target weight,11/25 pre water weight,11/25 SWC,11/25 target weight,11/27 pre water weight,11/27 SWC,11/27 target weight,11/30 pre water weight,11/30 SWC,11/30 target weight,12/2 pre water weight,12/2 SWC,12/2 target weight,12/4 pre water weight,12/4 SWC,12/4 target weight,12/7 pre water weight,12/7 SWC,12/7 target weight (corrected post experiment),12/9 pre water weight,12/9 SWC,12/9 Treatment rewater to 30%,12/11 pre-water weight,12/11 SWC,12/11 target weights,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 SWC,12/13 target weight,Notes,12/14 pre-water weight,12/14 SWC,12/14 target weight,12/15 midday weight,12/15 Pre water weight,12/15 SWC,12/15 target weight,12/16 pre-water weight,12/16 SWC,12/16 target weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 SWC,12/17 target weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,ID,Genotype,Species,Treatment
13,7.116,4.219097493,2.644902507,6.0285,0.588831725,6.0925,0.613029215,6.587019499,6.188,0.649136406,6.587019499,6.09,0.612084,6.587019499,6.105,0.617755287,6.587019499,5.8475,0.520398201,5.793548747,5.6105,0.430791874,5.793548747,5.3165,0.319634657,5.793548747,5.56,0.411698542,5.529058496,5.33,0.324738815,5.264568245,4.98,0.192408796,5.264568245,NA,#VALUE!,5.264568245,4.84,0.139476788,5.264568245,4.911,0.166320878,5.264568245,4.94,0.177285365,5.264568245,4.9505,0.181255266,5.264568245,4.8,0.124353358,5.264568245,4.9,0.162161935,5.264568245,4.68,0.078983065,5.000077994,4.667,0.07406795,5.264568245,5.01,0.203751369,5.264568245,NA,#VALUE!,NA,5.02,4.995,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NY1.1,NY1,riparia,Drought
15,7.656,4.551019499,2.852980501,6.617,0.635819453,6.687,0.660355197,7.0854039,6.724,0.67332409,7.0854039,6.7325,0.676303431,7.0854039,6.6545,0.648963601,7.0854039,6.4645,0.582366582,6.229509749,6.274,0.515594306,6.229509749,5.962,0.406234989,6.229509749,6.01,0.423059499,5.944211699,5.85,0.366977798,5.658913649,5.67,0.303885884,5.658913649,NA,#VALUE!,5.658913649,NA,#VALUE!,5.658913649,6.293,0.522254008,5.658913649,6.22,0.496666732,5.658913649,5.973,0.410090606,5.658913649,5.67,0.303885884,5.658913649,5.53,0.254814395,5.658913649,5.39,0.205742907,5.373615599,5.2475,0.155795142,5.658913649,5.17,0.128630568,5.658913649,NA,#VALUE!,NA,5.489,5.444,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,V60-96.3,V60-96,vulpina,Drought
17,6.966,4.126896936,2.587103064,5.946,0.605736619,6.103,0.666422257,6.448579387,6.1675,0.691353618,6.448579387,6.136,0.679177837,6.448579387,6.065,0.651734014,6.448579387,5.856,0.570948674,5.672448468,5.6605,0.495381526,5.672448468,5.357,0.378068844,5.672448468,5.47,0.421747042,5.413738162,5.29,0.352171151,5.155027855,5.06,0.263268624,5.155027855,5.01,0.243941988,5.155027855,4.92,0.209154043,5.155027855,4.882,0.194465799,5.155027855,4.91,0.205288715,5.155027855,4.9265,0.211666505,5.155027855,4.84,0.178231424,5.155027855,4.92,0.209154043,5.155027855,4.76,0.147308806,4.896317549,4.6895,0.120058249,5.155027855,5.05,0.259403297,5.155027855,NA,#VALUE!,NA,5.07,5.0065,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9025.3,9025,cinerea,Drought
18,7.564,4.494469824,2.817530176,6.154,0.499561704,6.2825,0.545169024,7.000493965,6.3796,0.579631831,7.000493965,6.37,0.576224592,7.000493965,6.118,0.486784556,7.000493965,5.689,0.334523543,6.155234912,5.7025,0.339314973,6.155234912,5.4045,0.233548582,6.155234912,5.66,0.32423084,5.873481894,5.46,0.253246685,5.591728877,5.08,0.118376789,5.591728877,5.28,0.189360945,5.591728877,5.17,0.150319659,5.591728877,5.148,0.142511402,5.591728877,5.21,0.16451649,5.591728877,5.206,0.163096807,5.591728877,5.14,0.139672036,5.591728877,5.28,0.189360945,5.591728877,5.07,0.114827582,5.309975859,4.996,0.088563444,5.591728877,4.92,0.061589465,5.591728877,NA,#VALUE!,NA,5.27,5.253,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9031.5,9031,berlandieri,Drought
19,7.58,4.50430455,2.82369545,6.2095,0.514643125,6.32,0.55377624,7.01526091,6.423,0.590253262,7.01526091,6.3655,0.569889876,7.01526091,6.0845,0.470374895,7.01526091,5.689,0.330310215,6.168152275,5.751,0.352267257,6.168152275,5.463,0.250273255,6.168152275,5.69,0.33066436,5.88578273,5.49,0.259835192,5.603413185,5.09,0.118176856,5.603413185,5.27,0.181923107,5.603413185,5.1,0.121718314,5.603413185,5.101,0.12207246,5.603413185,5.23,0.167757274,5.603413185,5.196,0.155716315,5.603413185,5.11,0.125259773,5.603413185,5.21,0.160674357,5.603413185,4.99,0.082762272,5.32104364,4.9695,0.075502282,5.603413185,4.97,0.075679355,5.603413185,NA,#VALUE!,NA,5.2,5.1405,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,b42-24.1,b42-24,peninsularis,Drought
21,7.364,4.371535748,2.740464252,5.9175,0.472169725,6.1235,0.54733947,6.81590715,6.2525,0.594411786,6.81590715,6.218,0.581822679,6.81590715,6.004,0.50373372,6.81590715,5.6065,0.358685304,5.993767874,5.6065,0.358685304,5.993767874,5.362,0.269466844,5.993767874,5.55,0.338068359,5.719721449,5.39,0.279684091,5.445675023,5.09,0.170213588,5.445675023,NA,#VALUE!,5.445675023,5.05,0.155617521,5.445675023,5.142,0.189188475,5.445675023,4.99,0.13372342,5.445675023,5.133,0.18590436,5.445675023,5.08,0.166564571,5.445675023,5.18,0.203054739,5.445675023,5.03,0.148319487,5.171628598,4.958,0.110187262,5.478175023,5.04,0.140109199,5.478175023,NA,#VALUE!,NA,5.28,5.218,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,b42-34.2,b42-34,cinerea,Drought
23,7.492,4.450213556,2.789786444,6.3885,0.60445001,6.0675,0.489387439,6.934042711,6.575,0.671301005,6.934042711,6.501,0.644775677,6.934042711,6.322,0.58061306,6.934042711,6.0255,0.474332523,6.097106778,5.844,0.40927378,6.097106778,5.663,0.344394262,6.097106778,5.76,0.379163949,5.818128134,5.59,0.318227385,5.539149489,5.29,0.210692272,5.539149489,NA,#VALUE!,5.539149489,5.15,0.160509219,5.539149489,5.231,0.1895437,5.539149489,5.18,0.171262731,5.539149489,5.2475,0.195458131,5.539149489,5.17,0.167678227,5.539149489,5.26,0.199938761,5.539149489,5.08,0.135417693,5.260170845,5.0505,0.124843407,5.539149489,5,0.106741663,5.539149489,NA,#VALUE!,NA,5.261,5.195,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,TX6704.1,TX6704,monticola,Drought
25,7.302,4.333426184,2.716573816,6.215,0.599863625,6.287,0.626367598,6.758685237,6.434,0.680479877,6.758685237,6.3905,0.66446706,6.758685237,6.3575,0.652319405,6.758685237,6.1615,0.5801697,5.943713092,5.9895,0.516854653,5.943713092,5.6795,0.402740323,5.943713092,5.78,0.439735453,5.67205571,5.62,0.380837734,5.400398329,5.41,0.303534478,5.400398329,5.31,0.266723404,5.400398329,5.2,0.226231223,5.400398329,5.197,0.22512689,5.400398329,5.22,0.233593437,5.400398329,5.249,0.244268649,5.400398329,5.17,0.2151879,5.400398329,5.23,0.237274545,5.400398329,5.12,0.196782364,5.128740947,5.0185,0.159419123,5.400398329,5,0.152609074,5.400398329,NA,#VALUE!,NA,5.18,5.1895,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,V57-96.5,V57-96,vulpina,Drought
27,7.166,4.249831012,2.664168988,5.694,0.447482496,5.8575,0.508852477,6.633166202,6.0175,0.568908727,6.633166202,6.0145,0.567782673,6.633166202,5.766,0.474507809,6.633166202,5.345,0.316484799,5.833915506,5.39,0.33337562,5.833915506,5.0325,0.199187435,5.833915506,5.29,0.295840463,5.567498607,5.06,0.209509603,5.301081709,4.69,0.070629524,5.301081709,4.9,0.149453353,5.301081709,4.73,0.085643587,5.301081709,4.741,0.089772454,5.301081709,4.82,0.119425227,5.301081709,4.7965,0.110604466,5.301081709,4.69,0.070629524,5.301081709,4.81,0.115671712,5.301081709,4.63,0.04810843,5.03466481,4.637,0.038536965,5.333581709,4.81,0.103472786,5.333581709,NA,#VALUE!,NA,4.97,4.9045,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,Haines2.1,Hanes2,shuttleworthii,Drought
28,7.242,4.296545961,2.693454039,5.977,0.530342831,6.16,0.59828533,6.703309192,6.392,0.684420084,6.703309192,6.304,0.651748281,6.703309192,6.242,0.62872951,6.703309192,5.9655,0.52607322,5.895272981,5.737,0.441237913,5.895272981,5.4315,0.327814778,5.895272981,5.58,0.382948446,5.625927577,5.36,0.301268938,5.356582173,5.06,0.189887791,5.356582173,NA,#VALUE!,5.356582173,4.99,0.163898857,5.356582173,5.1065,0.207151869,5.356582173,5.17,0.230727545,5.356582173,5.1555,0.225344123,5.356582173,5.06,0.189887791,5.356582173,5.13,0.215876726,5.356582173,4.97,0.156473447,5.087236769,4.872,0.120088939,5.356582173,4.85,0.111920989,5.356582173,NA,#VALUE!,NA,5.05,5.05,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9018.5,9018,acerifolia,Drought
29,7.47,4.436690808,2.781309192,6.1183,0.514005849,6.294,0.577177538,6.913738162,6.4495,0.63308646,6.913738162,6.3825,0.608997085,6.913738162,6.1335,0.519470901,6.913738162,5.7635,0.386440024,6.079345404,5.743,0.379069395,6.079345404,5.5085,0.294756582,6.079345404,5.71,0.367204479,5.801214485,5.52,0.298891326,5.523083566,5.28,0.212601027,5.523083566,NA,#VALUE!,5.523083566,NA,#VALUE!,5.523083566,5.245,0.200017026,5.523083566,5.32,0.226982744,5.523083566,5.34,0.234173602,5.523083566,5.3,0.219791886,5.523083566,5.37,0.244959889,5.523083566,5.27,0.209005599,5.244952646,5.1795,0.176466965,5.523083566,5.12,0.155074162,5.523083566,NA,#VALUE!,NA,5.36,5.3325,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,T52.3,T52,aestivalis,Drought
34,6.996,4.145337047,2.598662953,5.53,0.43586374,5.8385,0.554578635,6.476267409,5.955,0.599409382,6.476267409,5.9255,0.58805739,6.476267409,5.7995,0.539570917,6.476267409,5.502,0.425088968,5.696668524,5.4475,0.404116644,5.696668524,5.2355,0.32253623,5.696668524,5.39,0.381989881,5.436802228,5.21,0.312723492,5.176935933,5.03,0.243457102,5.176935933,5.03,0.243457102,5.176935933,NA,#VALUE!,5.176935933,4.861,0.178423659,5.176935933,4.98,0.224216439,5.176935933,4.956,0.21498092,5.176935933,4.93,0.204975775,5.176935933,4.98,0.224216439,5.176935933,4.89,0.189583244,4.917069638,4.8325,0.167456481,5.176935933,4.89,0.189583244,5.176935933,NA,#VALUE!,NA,5.04,5.038,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,SC2.5,SC2,girdiana,Drought
36,7.216,4.280564531,2.683435469,6.198,0.620635558,6.365,0.682869214,6.679312906,6.4515,0.715104012,6.679312906,6.3865,0.690881331,6.679312906,6.3665,0.683428199,6.679312906,6.1535,0.604052338,5.874282266,5.9965,0.545545248,5.874282266,5.6885,0.430767008,5.874282266,5.73,0.446232258,5.605938719,5.59,0.394060331,5.337595172,5.42,0.330708705,5.337595172,5.34,0.300896175,5.337595172,NA,#VALUE!,5.337595172,5.1075,0.21425351,5.337595172,5.31,0.289716476,5.337595172,5.2105,0.252637142,5.337595172,5.17,0.237544549,5.337595172,5.19,0.244997682,5.337595172,5.08,0.204005453,5.069251625,4.9645,0.160963613,5.337595172,4.93,0.14810696,5.337595172,NA,#VALUE!,NA,5.2095,5.1675,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,2970.1,2970,popenoi,Drought
37,7.542,4.480947075,2.809052925,5.8545,0.399263722,6.0525,0.469750112,6.980189415,6.252,0.540770489,6.980189415,6.36,0.579217611,6.980189415,6.048,0.468148148,6.980189415,5.6205,0.315961624,6.137473538,5.7045,0.345864941,6.137473538,5.3655,0.225183698,6.137473538,5.66,0.330023303,5.856568245,5.45,0.255265011,5.575662953,5.09,0.127107938,5.575662953,NA,#VALUE!,5.575662953,5.11,0.134227775,5.575662953,5.1695,0.155409291,5.575662953,5.22,0.173386881,5.575662953,5.2085,0.169292974,5.575662953,5.14,0.144907531,5.575662953,5.24,0.180506718,5.575662953,5.06,0.116428182,5.29475766,5.007,0.097560613,5.575662953,4.92,0.06658932,5.575662953,NA,#VALUE!,NA,5.24,5.225,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,T48.4,T48,mustangensis,Drought
40,6.868,4.066659239,2.549340761,5.676,0.53242814,5.596,0.501047479,6.358131848,5.852,0.601465596,6.358131848,5.879,0.61205657,6.358131848,5.75,0.561455253,6.358131848,5.448,0.442993255,5.593329619,5.3215,0.393372584,5.593329619,5.0395,0.282755751,5.593329619,5.26,0.3692487,5.338395543,5.06,0.290797046,5.083461467,4.78,0.18096473,5.083461467,NA,#VALUE!,5.083461467,NA,#VALUE!,5.083461467,4.5725,0.099571138,5.083461467,4.86,0.212345391,5.083461467,4.79795,0.188005766,5.083461467,4.78,0.18096473,5.083461467,4.81,0.192732478,5.083461467,4.68,0.141738902,4.828527391,4.63,0.122125989,5.083461467,4.76,0.173119564,5.083461467,NA,#VALUE!,NA,4.8705,4.806,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,255189.01.1,255189.01,riparia,Drought
41,7.228,4.287940576,2.688059424,5.82,0.476202056,5.5835,0.38822037,6.690388115,5.9465,0.523262027,6.690388115,5.932,0.517867801,6.690388115,5.725,0.440860575,6.690388115,5.3255,0.292240349,5.883970288,5.4295,0.33092997,5.883970288,5.0615,0.194028234,5.883970288,5.36,0.305074887,5.615164345,5.18,0.238112081,5.346358403,4.87,0.12278725,5.346358403,5.04,0.186029899,5.346358403,NA,#VALUE!,5.346358403,4.778,0.088561816,5.346358403,5.02,0.178589588,5.346358403,4.999,0.17077726,5.346358403,5,0.171149276,5.346358403,4.99,0.16742912,5.346358403,4.84,0.111626782,5.077552461,4.862,0.119811125,5.346358403,4.79,0.093026003,5.346358403,NA,#VALUE!,NA,5.11,5.105,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,CC12.1,CC12,californica,Drought
43,6.622,3.915450325,2.454549675,5.4335,0.515797129,5.589,0.579148872,6.131090065,5.6985,0.623759906,6.131090065,5.74,0.640667285,6.131090065,5.5975,0.582611829,6.131090065,5.261,0.445519472,5.394725163,5.1535,0.401723251,5.394725163,4.8855,0.292538253,5.394725163,5.02,0.347334456,5.149270195,4.8,0.25770498,4.903815228,4.45,0.115112632,4.903815228,NA,#VALUE!,4.903815228,4.45,0.115112632,4.903815228,4.437,0.109816345,4.903815228,4.55,0.155853303,4.903815228,4.5295,0.147501466,4.903815228,4.46,0.119186699,4.903815228,4.59,0.172149571,4.903815228,4.4,0.094742297,4.65836026,4.3455,0.072538632,4.903815228,4.75,0.237334644,4.903815228,NA,#VALUE!,NA,4.845,4.7735,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,TXNM0821.4,TXNM0821,riparia,Drought
47,7.1,4.209262767,2.638737233,5.401,0.356131418,5.545,0.410702976,6.572252553,5.7585,0.491612889,6.572252553,5.739,0.48422299,6.572252553,5.505,0.39554421,6.572252553,5.1525,0.261957585,5.780631384,5.273,0.307623367,5.780631384,5.01,0.207954481,5.780631384,5.25,0.298907077,5.51675766,5.12,0.249641088,5.252883937,4.87,0.154898801,5.252883937,4.97,0.192795716,5.252883937,4.9,0.166267875,5.252883937,4.873,0.156035708,5.252883937,4.97,0.192795716,5.252883937,4.928,0.176879011,5.252883937,4.88,0.158688492,5.252883937,4.97,0.192795716,5.252883937,4.86,0.151109109,4.989010214,4.824,0.13746622,5.252883937,4.87,0.154898801,5.252883937,NA,#VALUE!,NA,5.0555,4.9895,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,1149.5,1149,treleasei,Drought
49,7.2,4.270729805,2.677270195,5.734,0.452427326,5.887,0.509575088,6.664545961,5.9285,0.525075951,6.664545961,5.9,0.51443078,6.664545961,5.6085,0.40555122,6.664545961,5.2955,0.288641093,5.861364903,5.391,0.324311755,5.861364903,5.193,0.250355827,5.861364903,5.4,0.327673388,5.593637883,5.23,0.264175874,5.325910864,5.06,0.200678361,5.325910864,NA,#VALUE!,5.325910864,5.05,0.196943213,5.325910864,5.1445,0.23224036,5.325910864,5.22,0.260440726,5.325910864,5.1365,0.229252242,5.325910864,5.05,0.196943213,5.325910864,5.1,0.215618952,5.325910864,5.02,0.18573777,5.058183844,4.956,0.161832823,5.325910864,4.91,0.144651143,5.325910864,NA,#VALUE!,NA,5.18,5.206,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,b40-14.1,b40-14,arizonica,Drought
50,6.784,4.015026927,2.516973073,5.671,0.557802182,5.7815,0.601704122,6.280605385,5.8445,0.626734187,6.280605385,5.8185,0.616404319,6.280605385,5.677,0.560185998,6.280605385,5.365,0.43622758,5.525513463,5.303,0.411594818,5.525513463,4.961,0.275717321,5.525513463,5.17,0.358753569,5.273816156,4.95,0.271346992,5.022118849,4.6,0.132291075,5.022118849,4.74,0.187913442,5.022118849,4.6,0.132291075,5.022118849,4.6875,0.167055054,5.022118849,4.68,0.164075284,5.022118849,4.612,0.137058706,5.022118849,4.54,0.108452917,5.022118849,4.63,0.144210153,5.022118849,4.48,0.08461476,4.770421541,4.4495,0.059584695,5.054618849,4.58,0.111432687,5.054618849,NA,#VALUE!,NA,4.7795,4.6905,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,OCK1-S02.2,OCK1-S02,acerifolia,Drought
51,6.862,4.062971216,2.547028784,5.63,0.516299145,5.791,0.579510052,6.352594243,5.975,0.651751089,6.352594243,5.94,0.638009588,6.352594243,5.761,0.567731623,6.352594243,6.0155,0.667651969,5.588485608,5.653,0.525329275,5.588485608,5.097,0.307035707,5.588485608,5.26,0.371031843,5.33378273,5.02,0.276804404,5.079079851,4.7,0.151167818,5.079079851,4.81,0.194355395,5.079079851,4.67,0.139389388,5.079079851,4.648,0.130751873,5.079079851,4.72,0.159020105,5.079079851,4.6625,0.136444781,5.079079851,4.58,0.104054099,5.079079851,4.68,0.143315532,5.079079851,4.5,0.072644952,4.824376973,4.505,0.074608024,5.079079851,4.7,0.151167818,5.079079851,NA,#VALUE!,NA,4.77,4.725,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,ANU65.2,ANU65,arizonica,Drought
52,6.976,4.13304364,2.59095636,5.525,0.439975129,5.6005,0.469114949,6.457808728,5.848,0.564639522,6.457808728,5.8505,0.565604416,6.457808728,5.6145,0.474518359,6.457808728,5.2375,0.329012242,5.68052182,5.249,0.333450757,5.68052182,4.9315,0.210909133,5.68052182,5.23,0.326117558,5.421426184,4.99,0.233487669,5.162330548,4.68,0.113840729,5.162330548,NA,#VALUE!,5.162330548,5.02,0.245066405,5.162330548,4.7905,0.156489073,5.162330548,4.87,0.187172724,5.162330548,4.8555,0.181576335,5.162330548,4.8,0.160155673,5.162330548,4.89,0.194891882,5.162330548,4.73,0.133138622,4.903234912,4.6815,0.114419665,5.162330548,4.82,0.167874831,5.162330548,NA,#VALUE!,NA,5.003,4.939,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,Vru42.1,Vru42,rupestris,Drought
56,6.97,4.129355618,2.588644382,5.883,0.580089097,6.1955,0.700808653,6.452271124,6.2,0.702547014,6.452271124,6.159,0.686708609,6.452271124,6.051,0.64498793,6.452271124,6.391,0.776330807,5.675677809,6.117,0.6704839,5.675677809,5.713,0.514417659,5.675677809,5.57,0.45917639,5.416813371,5.4,0.393504952,5.157948932,NA,#VALUE!,5.157948932,5.09,0.273751152,5.157948932,5,0.23898392,5.157948932,4.9705,0.227587994,5.157948932,5.09,0.273751152,5.157948932,5.027,0.24941409,5.157948932,4.99,0.235120894,5.157948932,5.02,0.246709972,5.157948932,5.01,0.242846946,4.899084494,4.892,0.197263242,5.157948932,4.83,0.173312482,5.157948932,5,0.23898392,5.157948932,NA,NA,NA,#VALUE!,5.157948932,NA,4.9765,0.22990581,5.157948932,5.08,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,UT12-075.1,UT12-075,girdiana,Drought
58,6.792,4.01994429,2.52005571,5.5175,0.494257212,5.7845,0.600207251,6.287988858,5.795,0.604373826,6.287988858,5.823,0.615484691,6.287988858,5.576,0.517470985,6.287988858,5.246,0.386521499,5.531972145,5.161,0.352792086,5.531972145,4.88,0.241286614,5.531972145,5.17,0.356363435,5.279966574,4.99,0.284936443,5.027961003,4.64,0.146050624,5.027961003,4.72,0.177795954,5.027961003,4.68,0.161923289,5.027961003,4.5845,0.124027302,5.027961003,4.71,0.173827788,5.027961003,4.642,0.146844258,5.027961003,4.6,0.130177959,5.027961003,4.71,0.173827788,5.027961003,4.53,0.102400796,4.775955432,4.4905,0.086726539,5.027961003,4.69,0.165891456,5.027961003,4.73,0.181764121,5.027961003,NA,NA,NA,#VALUE!,5.027961003,NA,4.6485,0.149423566,5.027961003,4.82,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,C56-94.3,C56-94,rotundifolia var. munsoniana,Drought
62,7.316,4.342031569,2.721968431,6.18,0.582654969,6.4175,0.669908001,6.771606314,6.424,0.672295979,6.771606314,6.474,0.690665038,6.771606314,6.3335,0.639047981,6.771606314,6.0625,0.539487679,5.955015785,5.8165,0.449111906,5.955015785,5.55,0.351204819,5.955015785,5.72,0.413659621,5.682818942,5.52,0.340183384,5.410622098,5.22,0.229969027,5.410622098,5.22,0.229969027,5.410622098,5.1,0.185883284,5.410622098,5.021,0.15686017,5.410622098,5.15,0.204252344,5.410622098,5.125,0.195067814,5.410622098,5.02,0.156492789,5.410622098,5.12,0.193230908,5.410622098,4.9,0.112407046,5.138425255,4.821,0.083383932,5.410622098,4.71,0.04260462,5.410622098,5.18,0.215273779,5.410622098,NA,NA,NA,#VALUE!,5.410622098,NA,5.1005,0.186066975,5.410622098,5.12,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9025.5,9025,cinerea,Drought
63,7.016,4.157630455,2.606369545,5.6635,0.481078958,5.9915,0.606924505,6.494726091,6.079,0.640496106,6.494726091,6.083,0.642030808,6.494726091,5.957,0.593687702,6.494726091,5.6515,0.476474852,5.712815228,5.4235,0.388996851,5.712815228,5.182,0.29633923,5.712815228,5.42,0.387653987,5.452178273,5.16,0.28789837,5.191541319,4.84,0.165122227,5.191541319,NA,#VALUE!,5.191541319,4.8,0.149775209,5.191541319,4.772,0.139032297,5.191541319,4.87,0.176632491,5.191541319,4.8305,0.161477311,5.191541319,4.84,0.165122227,5.191541319,4.85,0.168958982,5.191541319,4.69,0.10757091,4.930904364,4.6545,0.093950432,5.191541319,4.75,0.130591437,5.191541319,4.92,0.195816263,5.191541319,NA,NA,NA,#VALUE!,5.191541319,NA,4.8505,0.16915082,5.191541319,4.9,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NY1.5,NY1,riparia,Drought
64,6.896,4.083870009,2.560129991,5.5945,0.491627376,5.849,0.591036391,6.383974002,5.91,0.614863306,6.383974002,5.919,0.618378753,6.383974002,5.719,0.54025772,6.383974002,5.367,0.402764701,5.615935005,5.2545,0.35882162,5.615935005,4.96,0.243788399,5.615935005,5.25,0.357063897,5.359922006,4.99,0.255506553,5.103909007,4.7,0.142231055,5.103909007,NA,#VALUE!,5.103909007,5.01,0.263318657,5.103909007,4.7835,0.174846587,5.103909007,4.88,0.212539985,5.103909007,4.8165,0.187736557,5.103909007,4.8,0.181291572,5.103909007,4.86,0.204727882,5.103909007,4.71,0.146137107,4.847896007,4.6415,0.119380653,5.103909007,4.87,0.208633934,5.103909007,4.93,0.232070243,5.103909007,NA,NA,NA,#VALUE!,5.103909007,NA,4.8455,0.199064107,5.103909007,4.89,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,Vru42.5,Vru42,rupestris,Drought
