ID,Genotype,Species,Treatment,Order within block,mPot (kg),Dry weight of soil (kg),mH2O (kg),10/23_PWW,10/23_WA,10/23_BB,10/26_PWW,10/26_WA,10/26_TW,10/26_BB,10/28_PWW,10/28_WA,10/28_TW,10/28_BB,10/30_PWW,10/30_WA,10/30_TW,10/30_BB,11/02_PWW,11/02_WA,11/02_TW,11/02_POWW,11/02_BB,11/04_PWW,11/04_WA,11/04_TW,11/04_POWW,11/04_BB,11/06_PWW,11/06_WA,11/06_TW,11/06_POWW,11/06_BB,11/09_PWW,11/09_WA,11/09_TW,11/09_POWW,11/09_BB,11/11_PWW,11/11_WA,11/11_TW,11/11_POWW,11/11_BB,11/13_PWW,11/13_WA,11/13_TW,11/13_POWW,11/13_BB,11/15_cntrl.drained.wt,11/15_BB,11/16_PWW,11/16_WA,11/16_TW,11/16_POWW,11/16_BB,11/18_PWW,11/18_WA,11/18_TW,11/18_POWW,11/18_BB,11/20_PWW,11/20_WA,11/20_TW,11/20_POWW,11/20_BB,11/23_PWW,11/23_WA,11/23_TW,11/23_POWW,11/23_BB,11/25_PWW,11/25_WA,11/25_TW,11/25_POWW,11/25_BB,11/27_PWW,11/27_WA,11/27_TW,11/27_POWW,11/27_BB,11/30_PWW,11/30_WA,11/30_TW,11/30_POWW,11/30_BB,12/02_PWW,12/02_WA,12/02_TW,12/02_POWW,12/02_BB,12/04_PWW,12/04_WA,12/04_TW,12/04_POWW,12/04_BB,12/07_PWW,12/07_WA,12/07_POWW,12/07_TW,12/07_BB,12/09_PWW,12/09_WA,12/09_TW,12/09_POWW,12/09_BB,12/11_PWW,12/11_WA,12/11_TW,12/11_POWW,12/11_PD.WT,12/11_BB,12/11_midday.WT,12/13_PWW,12/13_WA,12/13_BB,12/13_TW,12/13_POWW,12/13_POWW.NOTES,12/14_PWW,12/14_BB,12/14_WA,12/14_TW,12/14_POWW,12/15_midday.WT,12/15_PWW,12/15_BB,12/15_TW,12/15_POWW,12/16_PWW,12/16_WA,12/16_BB,12/16_TW,12/16_POWW,12/16_PD.WT,12/16_midday.WT,12/17_PD.WT,12/17_PWW,12/17_BB,12/17_TW,12/17_POWW,12/18_BB,12/18_PD.WT,12/18_midday.WT
NY1.7,NY1,riparia,Control,15,6.4565,3.813722377,2.390777623,5.744,0.222784587,1,5.42,0.696784587,6.116784587,1,5.669,0.297784587,6.116784587,1,5.488,0.478784587,6.116784587,1,5.32,0.796784587,6.116784587,6.11,1,5.61,0.506784587,6.116784587,6.11,1,5.65,0.328344475,5.978344475,5.97,1,5.16,0.818344475,5.978344475,5.97,1,5.44,0.538344475,5.978344475,5.978344475,1,5.43,0.548344475,5.978344475,5.98,1,6.628,1,,5.978344475,5.978344475,,1,,6.217422238,6.217422238,,1,6.04,0.177422238,6.217422238,6.21,1,5.1,1.117422238,6.217422238,6.21,1,5.37,0.847422238,6.217422238,6.21,1,5.299,0.918422238,6.217422238,6.2205,1,6.06,0.157422238,6.217422238,6.21,1,5.81,0.407422238,6.217422238,6.21,1,5.84,0.377422238,6.217422238,6.22,1,5.94,6.157811281,6.15,5.978344475,1,5.71,0.515233519,5.978344475,6.15,1,6.01,0.207422238,6.217422238,6.21,,1,,,6.217422238,1,6.217422238,,1000 ml,5.86,1,0.357422238,6.217422238,6.217422238,,,1,6.217422238,,,6.217422238,1,6.217422238,,,,,4.88,1,6.217422238,6.24,1,6.08,5.83
Haines2.3,Hanes2,shuttleworthii,Drought,16,6.505,3.843533891,2.409466109,5.808,0.20354689,1,5.52,0.64154689,6.16154689,1,5.708,0.30354689,6.16154689,1,5.598,0.41354689,6.16154689,1,5.47,,Dont Water Today,5.47,1,5.24,0.181367224,5.421367224,5.42,1,5.2,0.100266945,5.300266945,5.3,1,5.01,0.290266945,5.300266945,5.3,1,5.06,-0.000679666,5.059320334,5.06,1,4.93,-0.111626277,4.818373723,4.93,1,,1,4.83,-0.011626277,4.818373723,4.83,1,4.79,0.028373723,4.818373723,4.82,1,4.78,0.038373723,4.818373723,4.81,1,4.72,0.098373723,4.818373723,4.82,1,4.73,0.088373723,4.818373723,4.81,1,4.7505,0.067873723,4.818373723,4.9405,1,4.74,0.078373723,4.818373723,4.83,1,4.73,0.088373723,4.818373723,4.78,1,4.69,-0.112572888,4.577427112,4.69,1,4.66,4.706090065,4.7,4.577427112,1,4.7,0.124463788,4.818373723,4.81,1,4.73,0.088373723,4.818373723,4.81,,1,,,4.818373723,1,4.818373723,,,4.72,1,0.098373723,4.818373723,4.818373723,,,1,4.818373723,,4.74,-0.162572888,1,4.577427112,4.74,,,,4.7,1,4.577427112,Didn't water,1,4.71,4.69
T48.5,T48,mustangensis,Drought,17,6.3945,3.775612813,2.366887187,5.828,0.081562674,1,5.45,0.609562674,6.059562674,1,5.678,0.231562674,6.059562674,1,5.542,0.367562674,6.059562674,1,5.39,,Dont Water Today,5.39,1,5.15,0.182156685,5.332156685,5.33,1,5.18,0.031056407,5.211056407,5.45,1,5.01,0.201056407,5.211056407,5.21,1,4.94,0.034367688,4.974367688,4.974367688,1,4.79,-0.052321031,4.737678969,4.79,1,,1,4.63,0.107678969,4.737678969,4.73,1,,4.737678969,4.737678969,,1,4.6,0.137678969,4.737678969,4.73,1,4.55,0.187678969,4.737678969,4.73,1,4.58,0.157678969,4.737678969,4.73,1,6.612,-1.874321031,4.737678969,4.8975,1,4.61,0.127678969,4.737678969,4.73,1,4.6,0.137678969,4.737678969,4.6,1,4.53,-0.029009749,4.500990251,4.53,1,4.47,4.576735376,4.57,4.500990251,1,4.52,0.224414345,4.737678969,4.73,1,4.63,0.107678969,4.737678969,4.73,,1,,,4.737678969,1,4.737678969,,,4.58,1,0.157678969,4.737678969,4.737678969,,,1,4.737678969,,4.62,-0.119009749,1,4.500990251,4.62,,,,4.54,1,4.500990251,Didn't water,1,4.56,4.53
1149.4,1149,treleasei,Drought,18,6.691,3.957862581,2.481137419,5.92,0.263212628,1,5.55,0.783212628,6.333212628,1,5.712,0.471212628,6.333212628,1,5.56,0.623212628,6.333212628,1,5.34,,Dont Water Today,5.34,1,5.05,0.521531569,5.571531569,5.57,1,5.18,0.270431291,5.450431291,5.45,1,4.92,0.530431291,5.450431291,5.45,1,5.05,0.152317549,5.202317549,5.202317549,1,4.92,0.034203807,4.954203807,4.92,1,,1,4.77,0.184203807,4.954203807,4.95,1,4.81,0.144203807,4.954203807,4.95,1,4.8,0.154203807,4.954203807,4.95,1,4.73,0.224203807,4.954203807,4.95,1,4.77,0.184203807,4.954203807,4.95,1,4.796,0.158203807,4.954203807,5.024,1,4.74,0.214203807,4.954203807,4.95,1,4.78,0.174203807,4.954203807,4.78,1,4.71,-0.003909935,4.706090065,4.71,1,4.67,4.461215413,4.67,4.706090065,1,4.68,0.274203807,4.954203807,4.95,1,4.94,0.014203807,4.954203807,4.95,,1,,,4.954203807,1,4.954203807,,,4.83,1,0.124203807,4.954203807,4.954203807,,,1,4.954203807,,4.85,-0.143909935,1,4.706090065,4.85,,,,5.62,1,4.706090065,Didn't water,1,4.79,4.76
V57-96.7,V57-96,vulpina,Control,19,6.504,3.84291922,2.40908078,6.062,-0.051376045,1,5.7,0.460623955,6.160623955,1,5.74,0.270623955,6.160623955,1,5.658,0.352623955,6.160623955,1,5.57,0.590623955,6.160623955,6.16,1,5.85,0.310623955,6.160623955,6.16,1,5.91,0.112183844,6.022183844,6.02,1,5.6,0.422183844,6.022183844,6.02,1,5.73,0.292183844,6.022183844,6.022183844,1,5.74,0.282183844,6.022183844,6.04,1,7.204,1,,6.022183844,6.022183844,,1,6.83,-0.566908078,6.263091922,6.83,1,6.49,-0.226908078,6.263091922,6.49,1,5.93,0.333091922,6.263091922,6.26,1,5.8,0.463091922,6.263091922,6.27,1,5.727,0.536091922,6.263091922,6.3305,1,6.66,-0.396908078,6.263091922,6.26,1,6.76,-0.496908078,6.263091922,6.76,1,6.67,-0.406908078,6.263091922,6.67,1,6.63,6.368372563,6.63,6.022183844,1,6.68,-0.416908078,6.022183844,6.68,1,6.77,-0.506908078,6.263091922,6.77,,1,,,6.263091922,1,6.263091922,,600 ml,6.26,1,0.003091922,6.263091922,6.263091922,,,1,6.263091922,,5.62,0.643091922,1,6.263091922,6.26,,,,5.69,1,6.263091922,6.2,1,6.16,5.93
9035.4,9035,berlandieri,Drought,20,6.337,3.740269267,2.344730733,5.672,0.184493965,1,5.38,0.626493965,6.006493965,1,5.512,0.344493965,6.006493965,1,5.452,0.404493965,6.006493965,1,5.3,,Dont Water Today,,1,5.04,0.245734912,5.285734912,5.3,1,5.04,0.124634633,5.164634633,5.16,1,4.77,0.394634633,5.164634633,5.16,1,4.86,0.07016156,4.93016156,4.93016156,1,4.72,-0.024311513,4.695688487,4.72,1,,1,4.53,0.165688487,4.695688487,4.69,1,4.55,0.145688487,4.695688487,4.69,1,4.53,0.165688487,4.695688487,4.69,1,4.45,0.245688487,4.695688487,4.695688487,1,4.5,0.195688487,4.695688487,4.69,1,4.5245,0.171188487,4.695688487,4.7275,1,4.47,0.225688487,4.695688487,4.69,1,4.52,0.175688487,4.695688487,4.52,1,4.42,0.041215413,4.461215413,4.46,1,4.37,4.340507428,4.37,4.461215413,1,4.37,0.325688487,4.695688487,4.69,1,4.58,0.115688487,4.695688487,4.69,,1,,,4.695688487,1,4.695688487,,,4.51,1,0.185688487,4.695688487,4.695688487,,,1,4.695688487,,4.55,-0.088784587,1,4.461215413,4.55,,,,4.5,1,4.461215413,didn't water,1,4.56,4.51
SC2.2,SC2,girdiana,Drought,21,6.6135,3.910225627,2.451274373,5.888,0.223685237,1,5.61,0.651685237,6.261685237,1,5.754,0.357685237,6.261685237,1,5.65,0.461685237,6.261685237,1,5.49,,Dont Water Today,,1,5.26,0.248963092,5.508963092,5.5,1,5.25,0.137862813,5.387862813,5.38,1,5.02,0.367862813,5.387862813,5.38,1,5.1,0.042735376,5.142735376,5.14,1,4.97,-0.072392061,4.897607939,4.97,1,,1,4.83,0.067607939,4.897607939,4.89,1,4.8,0.097607939,4.897607939,4.89,1,4.8,0.097607939,4.897607939,4.89,1,4.73,0.167607939,4.897607939,4.89,1,4.76,0.137607939,4.897607939,4.89,1,4.784,0.113607939,4.897607939,4.956,1,4.74,0.157607939,4.897607939,4.89,1,4.76,0.137607939,4.897607939,4.76,1,4.7,-0.047519499,4.652480501,4.7,1,4.65,4.595758124,4.65,4.652480501,1,4.67,0.227607939,4.897607939,4.89,1,4.83,0.067607939,4.897607939,4.89,,1,,,4.897607939,1,4.897607939,,,4.77,1,0.127607939,4.897607939,4.89,,,1,4.897607939,,4.79,-0.137519499,1,4.652480501,4.79,,,,4.73,1,4.652480501,Didn't water,1,4.73,4.7
Haines.2,Haines,shuttleworthii,Drought,22,6.1625,3.633009285,2.277490715,5.966,-0.270558032,1,5.72,0.125441968,5.845441968,1,4.97,0.725441968,5.845441968,1,5.524,0.171441968,5.845441968,1,5.45,,Dont Water Today,5.45,1,5.33,-0.185145079,5.144854921,5.33,1,5.25,-0.226245357,5.023754643,5.25,1,5.1,-0.076245357,5.023754643,5.1,1,5.02,-0.223994429,4.796005571,5.02,1,4.95,-0.3817435,4.5682565,4.95,1,,1,4.85,-0.2817435,4.5682565,4.85,1,4.79,-0.2217435,4.5682565,4.79,1,4.75,-0.1817435,4.5682565,4.75,1,4.64,-0.0717435,4.5682565,4.56,1,4.6,-0.0317435,4.5682565,4.6,1,4.59,-0.0217435,4.5682565,4.7105,1,4.56,0.0082565,4.5682565,4.56,1,4.52,0.0482565,4.5682565,4.52,1,4.49,-0.149492572,4.340507428,4.49,1,4.46,4.734451254,4.73,4.340507428,1,4.63,0.104451254,4.5682565,4.73,1,4.59,-0.0217435,4.5682565,4.59,,1,,,4.5682565,1,4.5682565,,,4.53,1,0.0382565,4.5682565,4.56,,,1,4.5682565,,4.52,-0.179492572,1,4.340507428,4.52,,,,4.49,1,4.340507428,Didn't water,1,4.49,4.46
2970.10.,2970,popenoi,Control,23,6.5315,3.859822656,2.419677344,6.398,-0.361995358,1,6.18,0.006004643,6.186004643,1,6.02,0.016004643,6.186004643,1,5.918,0.118004643,6.186004643,1,5.83,0.356004643,6.186004643,6.2,1,6.01,0.176004643,6.186004643,6.18,1,6.01,0.037564531,6.047564531,6.04,1,5.79,0.257564531,6.047564531,6.04,1,5.84,0.207564531,6.047564531,6.047564531,1,5.85,0.197564531,6.047564531,6.04,1,6.9425,1,,6.047564531,6.047564531,,1,6.59,-0.300467734,6.289532266,6.59,1,6.36,-0.070467734,6.289532266,6.36,1,6.01,0.279532266,6.289532266,6.289532266,1,5.99,0.299532266,6.289532266,6.28,1,6.004,0.285532266,6.289532266,6.325,1,6.55,-0.260467734,6.289532266,6.28,1,6.77,-0.480467734,6.289532266,6.77,1,6.65,-0.360467734,6.289532266,6.65,1,6.63,6.402985376,6.63,6.047564531,1,6.73,-0.440467734,6.047564531,6.73,1,6.75,-0.460467734,6.289532266,6.75,,1,,,6.289532266,1,6.289532266,,500 ml,6.66,1,-0.370467734,6.289532266,6.66,,,1,6.289532266,,6.34,-0.050467734,1,6.289532266,6.34,,,,6.14,1,6.289532266,6.29,1,6.25,6.17
V60-96.5,V60-96,vulpina,Drought,24,6.732,3.983064067,2.496935933,6.454,-0.232947075,1,6.17,0.201052925,6.371052925,1,6.058,0.163052925,6.371052925,1,5.97,0.251052925,6.371052925,1,5.9,,Dont Water Today,,1,5.75,-0.145367688,5.604632312,5.75,1,5.64,-0.156467967,5.483532033,5.64,1,5.44,0.043532033,5.483532033,5.48,1,5.37,-0.13616156,5.23383844,5.37,1,5.28,-0.295855153,4.984144847,5.28,1,,1,5.15,-0.165855153,4.984144847,5.15,1,,4.984144847,4.984144847,,1,5.07,-0.085855153,4.984144847,5.07,1,4.65,0.334144847,4.984144847,4.98,1,4.91,0.074144847,4.984144847,4.99,1,4.929,0.055144847,4.984144847,5.0405,1,4.89,0.094144847,4.984144847,4.98,1,4.89,0.094144847,4.984144847,4.89,1,4.85,-0.115548747,4.734451254,4.85,1,4.8,4.77317688,4.8,4.734451254,1,4.81,0.174144847,4.984144847,4.98,1,4.88,0.104144847,4.984144847,4.98,,1,,,4.984144847,1,4.984144847,,,4.87,1,0.114144847,4.984144847,4.984144847,,,1,4.984144847,,4.9,-0.165548747,1,4.734451254,4.9,,,,4.86,1,4.734451254,,1,4.86,4.83
SC2.6,SC2,girdiana,Control,25,6.6495,3.932353761,2.465146239,6.274,-0.129089137,1,5.93,0.364910864,6.294910864,1,5.93,0.214910864,6.294910864,1,5.858,0.286910864,6.294910864,1,5.74,0.554910864,6.294910864,6.3,1,5.99,0.304910864,6.294910864,6.29,1,6.01,0.146470752,6.156470752,6.19,1,5.71,0.446470752,6.156470752,6.16,1,5.84,0.316470752,6.156470752,6.15,1,5.84,0.316470752,6.156470752,6.16,1,7.201,1,,6.156470752,6.156470752,,1,6.74,-0.337014624,6.402985376,6.74,1,6.33,0.072985376,6.402985376,6.4,1,5.79,0.612985376,6.402985376,6.402985376,1,5.94,0.462985376,6.402985376,6.4,1,5.947,0.455985376,6.402985376,6.432,1,6.81,-0.407014624,6.402985376,6.4,1,6.83,-0.427014624,6.402985376,6.83,1,6.81,-0.407014624,6.402985376,6.81,1,DEAD,#VALUE!,,6.156470752,1,DEAD,#VALUE!,6.156470752,,1,5.9,0.502985376,6.402985376,6.4,,1,,,6.402985376,1,6.402985376,,1000 ml,,1,6.402985376,6.402985376,,,,1,6.402985376,,,6.402985376,1,6.402985376,,,,,,1,6.402985376,,1,,
b42-24.9,b42-24,peninsularis,Control,26,6.741,3.9885961,2.5004039,6.264,-0.034640669,1,5.87,0.509359332,6.379359331,1,5.934,0.295359332,6.379359331,1,5.786,0.443359332,6.379359331,1,5.61,0.769359332,6.379359331,6.37,1,5.9,0.479359332,6.379359331,6.37,1,6.06,0.18091922,6.24091922,6.24,1,5.45,0.79091922,6.24091922,6.24,1,5.7,0.54091922,6.24091922,6.2,1,5.43,0.81091922,6.24091922,6.24,1,6.744,1,,6.24091922,6.24091922,,1,5.79,0.70095961,6.49095961,6.49,1,5.53,0.96095961,6.49095961,6.49,1,5.19,1.30095961,6.49095961,6.49,1,5.45,1.04095961,6.49095961,6.49,1,5.3655,1.12545961,6.49095961,6.5355,1,6.18,0.31095961,6.49095961,6.49,1,6.22,0.27095961,6.49095961,6.5,1,5.98,0.51095961,6.49095961,6.5,2,5.71,6.594317317,6.59,6.27341922,2,5.96,0.634317317,6.27341922,6.6,2,,6.52345961,6.52345961,,,2,,,6.52345961,2,6.52345961,,1000 ml ,5.95,2,0.57345961,6.52345961,6.52345961,,,2,6.52345961,,5.36,1.13095961,2,6.49095961,6.49,,,,5.49,2,6.49095961,6.5,2,6.42,5.96
9031.8,9031,berlandieri,Control,27,6.405,3.782066852,2.370933148,5.926,-0.006746518,1,5.55,0.519253482,6.069253482,1,5.672,0.247253482,6.069253482,1,5.538,0.381253482,6.069253482,1,5.44,0.629253482,6.069253482,6.06,1,5.68,0.389253482,6.069253482,6.06,1,5.72,0.210813371,5.93081337,5.93,1,5.27,0.660813371,5.93081337,5.93,1,5.49,0.440813371,5.93081337,5.93,1,5.48,0.450813371,5.93081337,5.93,1,6.6675,1,,5.93081337,5.93081337,,1,5.95,0.217906685,6.167906685,6.16,1,5.51,0.657906685,6.167906685,6.16,1,5.14,1.027906685,6.167906685,6.16,1,5.38,0.787906685,6.167906685,6.16,1,5.302,0.865906685,6.167906685,6.1915,1,6.05,0.117906685,6.167906685,6.16,1,6.3,-0.132093315,6.167906685,6.3,1,6.1,0.067906685,6.167906685,6.16,1,5.99,6.404427577,6.4,5.93081337,1,6.3,0.104427577,5.93081337,6.4,1,6.15,0.017906685,6.167906685,6.17,,1,,,6.167906685,1,6.167906685,,600 ml,5.55,1,0.617906685,6.167906685,6.167906685,,,1,6.167906685,,5.35,0.817906685,1,6.167906685,6.17,,,,5.46,1,6.167906685,6.22,1,6.16,6.69
255189.01.3,255189.01,riparia,Drought,28,6.8485,4.054673166,2.541826834,6.262,0.066574745,1,5.89,0.588574745,6.478574745,1,6.002,0.326574745,6.478574745,1,5.944,0.384574745,6.478574745,1,5.85,,Dont Water Today,5.85,1,5.61,0.088686862,5.698686862,5.69,1,5.52,0.057586583,5.577586583,5.57,1,5.27,0.307586583,5.577586583,5.57,1,5.32,0.0034039,5.3234039,5.32,1,5.17,-0.100778784,5.069221216,5.17,1,,1,5,0.069221216,5.069221216,5.06,1,4.93,0.139221216,5.069221216,5.06,1,4.93,0.139221216,5.069221216,5.06,1,4.86,0.209221216,5.069221216,5.06,1,4.89,0.179221216,5.069221216,5.06,1,4.9265,0.142721216,5.069221216,5.1565,1,4.87,0.199221216,5.069221216,5.06,1,4.89,0.179221216,5.069221216,4.89,1,4.81,0.005038533,4.815038533,4.81,1,4.76,4.634841226,4.76,4.815038533,1,4.77,0.299221216,5.069221216,5.06,1,4.9,0.169221216,5.069221216,5.12,,1,,,5.069221216,1,5.069221216,,,4.93,1,0.139221216,5.069221216,5.069221216,,,1,5.069221216,,4.93,-0.114961467,1,4.815038533,4.93,,,,4.87,1,4.815038533,4.87,1,4.87,4.85
b40-14.4,b40-14,arizonica,Drought,29,6.651,3.933275766,2.465724234,5.776,0.370295265,1,5.55,0.596295265,6.296295265,1,5.592,0.554295265,6.296295265,1,5.518,0.628295265,6.296295265,1,5.27,,Dont Water Today,5.27,1,4.97,0.569238162,5.539238162,5.53,1,5.14,0.278137883,5.418137883,5.41,1,4.92,0.498137883,5.418137883,5.42,1,5.02,0.15156546,5.17156546,5.18,1,4.92,0.004993036,4.924993036,4.92,1,,1,4.88,0.044993036,4.924993036,4.92,1,4.82,0.104993036,4.924993036,4.92,1,4.81,0.114993036,4.924993036,4.93,1,4.75,0.174993036,4.924993036,4.96,1,4.8,0.124993036,4.924993036,4.95,1,4.8155,0.109493036,4.924993036,5.0155,1,4.77,0.154993036,4.924993036,4.92,1,4.78,0.144993036,4.924993036,4.78,1,4.72,-0.041579387,4.678420613,4.72,1,4.66,4.51793779,4.66,4.678420613,1,4.67,0.254993036,4.924993036,4.92,1,4.98,-0.055006964,4.924993036,4.98,,1,,,4.924993036,1,4.924993036,,,4.87,1,0.054993036,4.924993036,5.12,,,1,4.924993036,,5,-0.321579387,1,4.678420613,5,,,,5.23,1,4.678420613,5.23,1,5.25,watered bfore weighed
9025.2,9025,cinerea,Drought,30,6.588,3.894551532,2.441448468,6.156,-0.067849582,1,5.814,0.274150418,6.238150418,1,5.748,0.340150418,6.238150418,1,5.754,0.334150418,6.238150418,1,5.64,,Dont Water Today,5.64,1,5.41,0.078376045,5.488376045,5.48,1,5.33,0.037275766,5.367275766,5.36,1,5.1,0.267275766,5.367275766,5.37,1,5.15,-0.026869081,5.123130919,5.15,1,5.02,-0.141013928,4.878986072,5.02,1,,1,4.72,0.158986073,4.878986072,4.87,1,4.79,0.088986072,4.878986072,4.87,1,4.74,0.138986073,4.878986072,4.87,1,4.69,0.188986073,4.878986072,4.87,1,4.71,0.168986073,4.878986072,4.89,1,4.7465,0.132486073,4.878986072,4.956,1,4.7,0.178986073,4.878986072,4.87,1,4.72,0.158986073,4.878986072,4.72,1,4.64,-0.005158774,4.634841226,4.64,1,4.56,4.537640669,4.56,4.634841226,1,4.57,0.308986073,4.878986072,4.87,1,4.73,0.148986073,4.878986072,4.87,,1,,,4.878986072,1,4.878986072,,,4.71,1,0.168986073,4.878986072,4.878986072,,,1,4.878986072,,4.73,-0.095158774,1,4.634841226,4.73,,,,4.74,1,4.634841226,4.74,1,4.76,4.66
ANU65.5,ANU65,arizonica,Drought,31,6.419,3.790672238,2.376327762,5.97,-0.037825441,1,5.666,0.266174559,6.082174559,1,5.63,0.302174559,6.082174559,1,5.626,0.306174559,6.082174559,1,5.54,,Dont Water Today,5.54,1,5.35,0.001936397,5.351936397,5.35,1,5.26,-0.029163881,5.230836119,5.26,1,5.05,0.180836119,5.230836119,5.23,1,5.06,-0.066796657,4.993203343,5.06,1,4.95,-0.194429434,4.755570566,4.95,1,,1,4.82,-0.064429434,4.755570566,4.82,1,4.77,-0.014429434,4.755570566,4.77,1,4.71,0.045570566,4.755570566,4.75,1,4.63,0.125570566,4.755570566,4.78,1,4.65,0.105570566,4.755570566,4.75,1,4.663,0.092570566,4.755570566,4.8275,1,4.63,0.125570566,4.755570566,4.75,1,4.63,0.125570566,4.755570566,4.63,1,4.57,-0.05206221,4.51793779,4.57,1,4.51,4.710932219,4.71,4.51793779,1,4.62,0.116502785,4.755570566,4.75,1,4.65,0.105570566,4.755570566,4.75,,1,,,4.755570566,1,4.755570566,,,4.61,1,0.145570566,4.755570566,4.755570566,,,1,4.755570566,,4.63,-0.11206221,1,4.51793779,4.63,,,,4.58,1,4.51793779,4.58,1,4.58,watered bfore weighed
2214.4.10,2214.4,bloodworthiana,Control,32,6.4005,3.779300836,2.369199164,6.14,-0.224899721,1,5.852,0.063100279,6.065100279,1,5.742,0.173100279,6.065100279,1,5.66,0.255100279,6.065100279,1,5.6,0.465100279,6.065100279,6.06,1,5.78,0.285100279,6.065100279,6.06,1,5.82,0.106660167,5.926660167,5.92,1,5.49,0.436660167,5.926660167,5.92,1,5.63,0.296660167,5.926660167,5.92,1,5.6,0.326660167,5.926660167,5.92,1,6.764,1,,5.926660167,5.926660167,,1,6.31,-0.146419916,6.163580084,6.31,1,5.85,0.313580084,6.163580084,6.16,1,5.46,0.703580084,6.163580084,6.16,1,5.64,0.523580084,6.163580084,6.16,1,5.81,0.353580084,6.163580084,6.187,1,6.23,-0.066419916,6.163580084,6.23,1,6.31,-0.146419916,6.163580084,6.31,1,6.17,-0.006419916,6.163580084,6.17,2,6.25,6.407792711,6.4,5.959160167,2,6.27,0.137792711,5.959160167,6.4,2,6.28,-0.083919916,6.196080084,6.28,,2,,,6.196080084,2,6.196080084,,1000 ml,6.19,2,0.006080084,6.196080084,6.196080084,,,2,6.196080084,,5.36,0.803580084,2,6.163580084,6.16,,,,5.48,2,6.163580084,6.2,2,6.18,watered bfore weighed
9025.6,9025,cinerea,Control,33,6.698,3.962165274,2.483834726,6.57,-0.380326834,1,6.324,-0.134326834,6.339673166,1,6.162,0.027673166,6.339673166,1,6.048,0.141673166,6.339673166,1,6.01,0.329673166,6.339673166,6.33,1,6.15,0.189673166,6.339673166,6.33,1,6.17,0.031233055,6.201233055,6.25,1,6.01,0.191233055,6.201233055,6.2,1,6.05,0.151233055,6.201233055,6.2,1,6.02,0.181233055,6.201233055,6.2,1,7.3185,1,,6.201233055,6.201233055,,1,7.03,-0.580383473,6.449616527,7.03,1,6.79,-0.340383473,6.449616527,6.79,1,6.46,-0.010383473,6.449616527,6.46,1,6.27,0.179616527,6.449616527,6.44,1,6.239,0.210616527,6.449616527,6.5345,1,6.84,-0.390383473,6.449616527,6.84,1,6.92,-0.470383473,6.449616527,6.92,1,6.91,-0.460383473,6.449616527,6.91,1,6.81,6.312126741,6.81,6.201233055,1,6.96,-0.510383473,6.201233055,6.96,1,6.94,-0.490383473,6.449616527,6.94,,1,,,6.449616527,1,6.449616527,,600 ml,6.93,1,-0.480383473,6.449616527,6.93,,,1,6.449616527,,6.63,-0.180383473,1,6.449616527,6.63,,,,6.42,1,6.449616527,6.449616527,1,6.41,watered bfore weighed
588155.01.3,588155.01,palmata,Drought,34,6.6545,3.935427112,2.467072888,6.144,0.005525534,1,5.738,0.411525534,6.299525534,1,5.764,0.385525534,6.299525534,1,5.75,0.399525534,6.299525534,1,5.64,,Dont Water Today,5.64,1,5.44,0.102063835,5.542063835,5.54,1,5.38,0.040963556,5.420963556,5.45,1,5.2,0.220963556,5.420963556,5.42,1,5.23,-0.055743733,5.174256267,5.17,1,5.12,-0.192451021,4.927548979,5.12,1,,1,5,-0.072451021,4.927548979,5,1,4.94,-0.012451021,4.927548979,4.94,1,4.86,0.067548979,4.927548979,4.92,1,4.83,0.097548979,4.927548979,4.92,1,4.83,0.097548979,4.927548979,4.97,1,4.875,0.052548979,4.927548979,5.018,1,4.82,0.107548979,4.927548979,4.92,1,4.83,0.097548979,4.927548979,4.92,1,4.83,-0.14915831,4.68084169,4.83,1,4.78,4.174836583,4.78,4.68084169,1,4.78,0.147548979,4.927548979,4.92,1,4.83,0.097548979,4.927548979,4.92,,1,,,4.927548979,1,4.927548979,,,4.79,1,0.137548979,4.927548979,4.927548979,,,1,4.927548979,,4.82,-0.13915831,1,4.68084169,4.82,,,,4.77,1,4.68084169,4.77,1,4.79,4.736
Vru42.4,Vru42,rupestris,Drought,35,6.555,3.87426741,2.42873259,5.928,0.129693593,1,5.574,0.483693593,6.207693593,1,5.592,0.465693593,6.207693593,1,5.648,0.409693593,6.207693593,1,5.51,,Dont Water Today,5.51,1,5.23,0.231733983,5.461733983,5.46,1,5.21,0.130633705,5.340633705,5.34,1,4.88,0.460633705,5.340633705,5.34,1,5.02,0.077760446,5.097760446,5.1,1,4.84,0.014887187,4.854887187,4.84,1,,1,4.62,0.234887187,4.854887187,4.85,1,4.67,0.184887187,4.854887187,4.85,1,4.65,0.204887187,4.854887187,4.85,1,4.55,0.304887187,4.854887187,4.89,1,4.62,0.234887187,4.854887187,4.85,1,4.621,0.233887187,4.854887187,4.875,1,4.56,0.294887187,4.854887187,4.85,1,4.62,0.234887187,4.854887187,4.86,1,4.63,-0.017986072,4.612013928,4.63,1,4.51,4.530043176,4.53,4.612013928,1,4.51,0.344930363,4.854887187,4.85,1,4.86,-0.005112813,4.854887187,4.86,,1,,,4.854887187,1,4.854887187,,,4.66,1,0.194887187,4.854887187,4.854887187,,,1,4.854887187,,4.68,-0.067986072,1,4.612013928,4.68,,,,4.59,1,4.612013928,4.72,1,4.72,4.6415
